X1	X2	file	rsquared
607	12	14	12_14_model.rda	0.742133081311705
608	12	15	12_15_model.rda	0.844767036839182
609	12	16	12_16_model.rda	0.804025140483972
610	12	17	12_17_model.rda	0.629828044891288
611	12	18	12_18_model.rda	0.799824798200677
612	12	19	12_19_model.rda	0.862377467722357
613	12	20	12_20_model.rda	0.0883820688585105
614	12	21	12_21_model.rda	0.680193157845375
615	12	22	12_22_model.rda	0.523372599162691
616	12	24	12_24_model.rda	0.834365823161242
617	12	25	12_25_model.rda	0.854552979038036
618	12	26	12_26_model.rda	0.352339968558896
619	12	27	12_27_model.rda	0.296375047859746
620	12	28	12_28_model.rda	0.819318601845054
621	12	30	12_30_model.rda	0.69499801890836
622	12	31	12_31_model.rda	0.0661466326404211
623	12	32	12_32_model.rda	0.1376966718806
624	12	33	12_33_model.rda	0.766288799524368
625	12	34	12_34_model.rda	0.925194715402845
626	12	35	12_35_model.rda	0.874977059517106
627	12	36	12_36_model.rda	0.710362997726683
628	12	37	12_37_model.rda	0.628177936871536
629	12	38	12_38_model.rda	0.38635908838986
630	12	39	12_39_model.rda	0.522515360429615
631	12	41	12_41_model.rda	0.725739143386588
632	12	42	12_42_model.rda	0.350380615168843
633	12	43	12_43_model.rda	0.434245329479812
634	12	44	12_44_model.rda	0.725130802799503
635	12	45	12_45_model.rda	0.728292546897562
636	12	46	12_46_model.rda	0.782225120219685
637	12	48	12_48_model.rda	0.785401155544513
638	12	49	12_49_model.rda	0.868759972051559
639	12	50	12_50_model.rda	0.794297452668167
640	12	51	12_51_model.rda	0.813817880719847
641	12	52	12_52_model.rda	0.823227203448593
642	12	53	12_53_model.rda	0.445740698057287
643	12	54	12_54_model.rda	0.29842218534446
644	12	55	12_55_model.rda	0.385427574911121
645	12	56	12_56_model.rda	0.197653588618175
646	12	58	12_58_model.rda	0.678335315699977
647	12	59	12_59_model.rda	0.957494523840759
648	12	60	12_60_model.rda	0.867691184204194
649	12	62	12_62_model.rda	0.842459014560476
650	12	65	12_65_model.rda	0.968130830460676
651	12	66	12_66_model.rda	0.92441878939939
652	12	67	12_67_model.rda	0.576520572457507
653	12	68	12_68_model.rda	0.708609769641134
654	12	69	12_69_model.rda	0.947562262518078
655	13	14	13_14_model.rda	0.680918237576106
656	13	15	13_15_model.rda	0.825479159089485
657	13	16	13_16_model.rda	0.661757993890432
658	13	17	13_17_model.rda	0.526557033412892
659	13	18	13_18_model.rda	0.61485977203957
660	13	19	13_19_model.rda	0.75349970384409
661	13	20	13_20_model.rda	0.418734620172772
662	13	21	13_21_model.rda	0.626539134743731
663	13	22	13_22_model.rda	0.379728505241035
664	13	24	13_24_model.rda	0.741972561417782
665	13	25	13_25_model.rda	0.749245736485717
666	13	26	13_26_model.rda	0.152269697639105
667	13	27	13_27_model.rda	0.15677415655717
668	13	28	13_28_model.rda	0.656302260084145
669	13	30	13_30_model.rda	0.647457678749863
670	13	31	13_31_model.rda	0.269885170120728
671	13	32	13_32_model.rda	0.171850966496908
672	13	33	13_33_model.rda	0.530315947370774
673	13	34	13_34_model.rda	0.809486449646064
674	13	35	13_35_model.rda	0.74603106016868
675	13	36	13_36_model.rda	0.463993149900593
676	13	37	13_37_model.rda	0.548446739474358
677	13	38	13_38_model.rda	0.0302914232170053
678	13	39	13_39_model.rda	0.21674492820725
679	13	41	13_41_model.rda	0.583487702726776
680	13	42	13_42_model.rda	0.0932818701537791
681	13	43	13_43_model.rda	0.218956129055864
682	13	44	13_44_model.rda	0.647157389057816
683	13	45	13_45_model.rda	0.561035082965564
684	13	46	13_46_model.rda	0.699850596168299
685	13	48	13_48_model.rda	0.4801062247694
686	13	49	13_49_model.rda	0.6257947584437
687	13	50	13_50_model.rda	0.600831487498354
688	13	51	13_51_model.rda	0.586189614779668
689	13	52	13_52_model.rda	0.611674982133582
690	13	53	13_53_model.rda	0.324335709041313
691	13	54	13_54_model.rda	0.106117414491083
692	13	55	13_55_model.rda	0.15488276169943
693	13	56	13_56_model.rda	0.282865350873897
694	13	58	13_58_model.rda	0.377689827449079
695	13	59	13_59_model.rda	0.899250257300918
696	13	60	13_60_model.rda	0.819077051933883
697	13	62	13_62_model.rda	0.695231359153514
698	13	65	13_65_model.rda	0.94686379796508
699	13	66	13_66_model.rda	0.858816506069957
700	13	67	13_67_model.rda	0.156112825897411
701	13	68	13_68_model.rda	0.668766205748392
702	13	69	13_69_model.rda	0.941507919278794
703	14	15	14_15_model.rda	0.885693102036188
704	14	16	14_16_model.rda	0.904330962596983
705	14	17	14_17_model.rda	0.293477030377087
706	14	18	14_18_model.rda	0.915031879087791
707	14	19	14_19_model.rda	0.944329650403623
708	14	20	14_20_model.rda	0.734855509563321
709	14	21	14_21_model.rda	0.117491755445645
710	14	22	14_22_model.rda	0.271200354482212
711	14	24	14_24_model.rda	0.930133255776739
712	14	25	14_25_model.rda	0.936255811037492
713	14	26	14_26_model.rda	0.476563702092006
714	14	27	14_27_model.rda	0.513939648080152
715	14	28	14_28_model.rda	0.900942514306721
716	14	30	14_30_model.rda	0.30836446353285
717	14	31	14_31_model.rda	0.709615946281135
718	14	32	14_32_model.rda	0.660187032273946
719	14	33	14_33_model.rda	0.905008496942732
720	14	34	14_34_model.rda	0.999999428354234
721	14	35	14_35_model.rda	0.943713404881872
722	14	36	14_36_model.rda	0.878290001336716
723	14	37	14_37_model.rda	0.768807360501236
724	14	38	14_38_model.rda	0.684849478851197
725	14	39	14_39_model.rda	0.562513698949085
726	14	41	14_41_model.rda	0.813323157238202
727	14	42	14_42_model.rda	0.640848796721392
728	14	43	14_43_model.rda	0.567339690551862
729	14	44	14_44_model.rda	0.117007919538829
730	14	45	14_45_model.rda	0.849921883508556
731	14	46	14_46_model.rda	0.879561660711523
732	14	48	14_48_model.rda	0.905592853415579
733	14	49	14_49_model.rda	0.930287871052465
734	14	50	14_50_model.rda	0.922474754004928
735	14	51	14_51_model.rda	0.924991019595678
736	14	52	14_52_model.rda	0.934528697327086
737	14	53	14_53_model.rda	0.337690705233695
738	14	54	14_54_model.rda	0.629136566458854
739	14	55	14_55_model.rda	0.682481476694727
740	14	56	14_56_model.rda	0.606137332607406
741	14	58	14_58_model.rda	0.647810370593158
742	14	59	14_59_model.rda	0.890071276207045
743	14	60	14_60_model.rda	0.781013636793738
744	14	62	14_62_model.rda	0.923026905994114
745	14	65	14_65_model.rda	0.957787432685581
746	14	66	14_66_model.rda	0.911388450707344
747	14	67	14_67_model.rda	0.76447774280851
748	14	68	14_68_model.rda	0.0748792254205188
749	14	69	14_69_model.rda	0.955611119438607
750	15	16	15_16_model.rda	0.930687880653601
751	15	17	15_17_model.rda	0.876467387654673
752	15	18	15_18_model.rda	0.927572094943873
753	15	19	15_19_model.rda	0.999999897738138
754	15	20	15_20_model.rda	0.846940549784678
755	15	21	15_21_model.rda	0.881463159278601
756	15	22	15_22_model.rda	0.848789355684173
757	15	24	15_24_model.rda	0.937976175523099
758	15	25	15_25_model.rda	0.97268655353138
759	15	26	15_26_model.rda	0.823892797166067
760	15	27	15_27_model.rda	0.812984465699037
761	15	28	15_28_model.rda	0.999999925728007
762	15	30	15_30_model.rda	0.889781382844236
763	15	31	15_31_model.rda	0.84513535614682
764	15	32	15_32_model.rda	0.802684324318293
765	15	33	15_33_model.rda	0.932939798560951
766	15	34	15_34_model.rda	0.999999943001666
767	15	35	15_35_model.rda	0.999999984856335
768	15	36	15_36_model.rda	0.924328149699463
769	15	37	15_37_model.rda	0.516018952094893
770	15	38	15_38_model.rda	0.807701004297183
771	15	39	15_39_model.rda	0.83380177213064
772	15	41	15_41_model.rda	0.886806609329003
773	15	42	15_42_model.rda	0.823962109622494
774	15	43	15_43_model.rda	0.820152792634574
775	15	44	15_44_model.rda	0.875830231121789
776	15	45	15_45_model.rda	0.90424043747329
777	15	46	15_46_model.rda	0.908640930814289
778	15	48	15_48_model.rda	0.944729285505143
779	15	49	15_49_model.rda	0.999999989488951
780	15	50	15_50_model.rda	0.94765341961779
781	15	51	15_51_model.rda	0.999999922050243
782	15	52	15_52_model.rda	0.951811751715136
783	15	53	15_53_model.rda	0.828952607199522
784	15	54	15_54_model.rda	0.833360054978354
785	15	55	15_55_model.rda	0.804548682627983
786	15	56	15_56_model.rda	0.774064708365996
787	15	58	15_58_model.rda	0.87164811075192
788	15	59	15_59_model.rda	0.999999990142769
789	15	60	15_60_model.rda	0.942826287832496
790	15	62	15_62_model.rda	0.962224270781674
791	15	65	15_65_model.rda	0.980757247511746
792	15	66	15_66_model.rda	0.936914796345231
793	15	67	15_67_model.rda	0.830563078065934
794	15	68	15_68_model.rda	0.900198270779371
795	15	69	15_69_model.rda	0.00552996705056963
796	16	17	16_17_model.rda	0.872060976256555
797	16	18	16_18_model.rda	0.0819513952789779
798	16	19	16_19_model.rda	0.302006859964928
799	16	20	16_20_model.rda	0.842545398926417
800	16	21	16_21_model.rda	0.900644011749663
801	16	22	16_22_model.rda	0.815185752806399
802	16	24	16_24_model.rda	0.235233860713354
803	16	25	16_25_model.rda	0.0240177976077162
804	16	26	16_26_model.rda	0.761612662468016
805	16	27	16_27_model.rda	0.744478622154049
806	16	28	16_28_model.rda	0.58928904054911
807	16	30	16_30_model.rda	0.899900404221101
808	16	31	16_31_model.rda	0.664434883645369
809	16	32	16_32_model.rda	0.755227214362947
810	16	33	16_33_model.rda	0.301362862313336
811	16	34	16_34_model.rda	0.815013132910123
812	16	35	16_35_model.rda	0.737096292611916
813	16	36	16_36_model.rda	0.369396424878634
814	16	37	16_37_model.rda	0.865053537839828
815	16	38	16_38_model.rda	0.626930995255589
816	16	39	16_39_model.rda	0.731621487552163
817	16	41	16_41_model.rda	0.885490294106995
818	16	42	16_42_model.rda	0.68712997895265
819	16	43	16_43_model.rda	0.735928744264554
820	16	44	16_44_model.rda	0.852012924311633
821	16	45	16_45_model.rda	0.115790987937799
822	16	46	16_46_model.rda	0.911145226179555
823	16	48	16_48_model.rda	0.48632549912919
824	16	49	16_49_model.rda	0.625370983403318
825	16	50	16_50_model.rda	0.296488406617851
826	16	51	16_51_model.rda	0.365121685506385
827	16	52	16_52_model.rda	0.317269963303114
828	16	53	16_53_model.rda	0.79561211937303
829	16	54	16_54_model.rda	0.687980732066968
830	16	55	16_55_model.rda	0.68047078607228
831	16	56	16_56_model.rda	0.821118136341547
832	16	58	16_58_model.rda	0.785591434933357
833	16	59	16_59_model.rda	0.959821586240323
834	16	60	16_60_model.rda	0.888099666231243
835	16	62	16_62_model.rda	0.699371951772734
836	16	65	16_65_model.rda	0.999999890864737
837	16	66	16_66_model.rda	0.925649763412834
838	16	67	16_67_model.rda	0.758368895822755
839	16	68	16_68_model.rda	0.906825283511957
840	16	69	16_69_model.rda	0.975106002119273
841	17	18	17_18_model.rda	0.883360448920769
842	17	19	17_19_model.rda	0.93256383054358
843	17	20	17_20_model.rda	0.602070837189639
844	17	21	17_21_model.rda	0.272304686685634
845	17	22	17_22_model.rda	0.0999175759134755
846	17	24	17_24_model.rda	0.914542663161281
847	17	25	17_25_model.rda	0.916348526664143
848	17	26	17_26_model.rda	0.251720882212609
849	17	27	17_27_model.rda	0.317667831297638
850	17	28	17_28_model.rda	0.867737064098098
851	17	30	17_30_model.rda	0.186799043270131
852	17	31	17_31_model.rda	0.568683527953752
853	17	32	17_32_model.rda	0.479461298684524
854	17	33	17_33_model.rda	0.870243744840787
855	17	34	17_34_model.rda	0.958852359075392
856	17	35	17_35_model.rda	0.943984313347043
857	17	36	17_36_model.rda	0.818933160916589
858	17	37	17_37_model.rda	0.744289120230417
859	17	38	17_38_model.rda	0.570557176870094
860	17	39	17_39_model.rda	0.415594382362362
861	17	41	17_41_model.rda	0.735243656393448
862	17	42	17_42_model.rda	0.470281581982527
863	17	43	17_43_model.rda	0.392500140785731
864	17	44	17_44_model.rda	0.205786742779412
865	17	45	17_45_model.rda	0.810863147994022
866	17	46	17_46_model.rda	0.803446995259228
867	17	48	17_48_model.rda	0.868944700293482
868	17	49	17_49_model.rda	0.902840041631773
869	17	50	17_50_model.rda	0.896340604629008
870	17	51	17_51_model.rda	0.906696339820208
871	17	52	17_52_model.rda	0.912359523304365
872	17	53	17_53_model.rda	0.148755963147495
873	17	54	17_54_model.rda	0.456804192258273
874	17	55	17_55_model.rda	0.534673965382552
875	17	56	17_56_model.rda	0.456662944767924
876	17	58	17_58_model.rda	0.477857003224504
877	17	59	17_59_model.rda	0.759194822367736
878	17	60	17_60_model.rda	0.682130182132376
879	17	62	17_62_model.rda	0.895166551062296
880	17	65	17_65_model.rda	0.944267227326788
881	17	66	17_66_model.rda	0.863022529705472
882	17	67	17_67_model.rda	0.64387855124811
883	17	68	17_68_model.rda	0.314266315854956
884	17	69	17_69_model.rda	0.951570259253675
885	18	19	18_19_model.rda	0.250483016992195
886	18	20	18_20_model.rda	0.815012705609731
887	18	21	18_21_model.rda	0.900559910754469
888	18	22	18_22_model.rda	0.835179495420587
889	18	24	18_24_model.rda	0.192591765357268
890	18	25	18_25_model.rda	0.107103490281045
891	18	26	18_26_model.rda	0.736702594075995
892	18	27	18_27_model.rda	0.716193729284343
893	18	28	18_28_model.rda	0.586943818337964
894	18	30	18_30_model.rda	0.909430304810956
895	18	31	18_31_model.rda	0.606474538257367
896	18	32	18_32_model.rda	0.717737157067063
897	18	33	18_33_model.rda	0.223062514431282
898	18	34	18_34_model.rda	0.818192350716924
899	18	35	18_35_model.rda	0.731065888629154
900	18	36	18_36_model.rda	0.26058517550325
901	18	37	18_37_model.rda	0.859098119969495
902	18	38	18_38_model.rda	0.568818717926561
903	18	39	18_39_model.rda	0.726360574955088
904	18	41	18_41_model.rda	0.86610154352397
905	18	42	18_42_model.rda	0.620528203072226
906	18	43	18_43_model.rda	0.72906048457631
907	18	44	18_44_model.rda	0.863247119460661
908	18	45	18_45_model.rda	0.0750105942469236
909	18	46	18_46_model.rda	0.900659939674414
910	18	48	18_48_model.rda	0.392848575362306
911	18	49	18_49_model.rda	0.610263733706525
912	18	50	18_50_model.rda	0.207352768536616
913	18	51	18_51_model.rda	0.335318960078398
914	18	52	18_52_model.rda	0.256705361481255
915	18	53	18_53_model.rda	0.771685294409674
916	18	54	18_54_model.rda	0.636943531229619
917	18	55	18_55_model.rda	0.638599550171645
918	18	56	18_56_model.rda	0.799482343044371
919	18	58	18_58_model.rda	0.811975236089955
920	18	59	18_59_model.rda	0.999999529703219
921	18	60	18_60_model.rda	0.909748523244664
922	18	62	18_62_model.rda	0.687557034067098
923	18	65	18_65_model.rda	0.986577857794975
924	18	66	18_66_model.rda	0.929969775323357
925	18	67	18_67_model.rda	0.699922463379922
926	18	68	18_68_model.rda	0.906470643308074
927	18	69	18_69_model.rda	0.999999917853423
928	19	20	19_20_model.rda	0.876217738587129
929	19	21	19_21_model.rda	0.928106274946828
930	19	22	19_22_model.rda	0.881109828314731
931	19	24	19_24_model.rda	0.0131569004871978
932	19	25	19_25_model.rda	0.319774761514176
933	19	26	19_26_model.rda	0.828936114857183
934	19	27	19_27_model.rda	0.809610162927327
935	19	28	19_28_model.rda	0.749014542253418
936	19	30	19_30_model.rda	0.936179266972369
937	19	31	19_31_model.rda	0.729432255253263
938	19	32	19_32_model.rda	0.810233805866593
939	19	33	19_33_model.rda	0.459062533068496
940	19	34	19_34_model.rda	0.9999996255609
941	19	35	19_35_model.rda	0.869141512207097
942	19	36	19_36_model.rda	0.515264547618918
943	19	37	19_37_model.rda	0.903533566897432
944	19	38	19_38_model.rda	0.71554180045713
945	19	39	19_39_model.rda	0.807578394541003
946	19	41	19_41_model.rda	0.919073186819358
947	19	42	19_42_model.rda	0.733201889505298
948	19	43	19_43_model.rda	0.819870112744738
949	19	44	19_44_model.rda	0.895466980008117
950	19	45	19_45_model.rda	0.226949672119706
951	19	46	19_46_model.rda	0.932006389875684
952	19	48	19_48_model.rda	0.658805481425679
953	19	49	19_49_model.rda	0.786770408117633
954	19	50	19_50_model.rda	0.402616414587816
955	19	51	19_51_model.rda	0.517372816846231
956	19	52	19_52_model.rda	0.456371539679683
957	19	53	19_53_model.rda	0.843802157476116
958	19	54	19_54_model.rda	0.748688413729728
959	19	55	19_55_model.rda	0.728192009311176
960	19	56	19_56_model.rda	0.870543737965557
961	19	58	19_58_model.rda	0.917704161075349
962	19	59	19_59_model.rda	0.999999944440951
963	19	60	19_60_model.rda	0.999999931359903
964	19	62	19_62_model.rda	0.842667110282993
965	19	65	19_65_model.rda	0.999999955536664
966	19	66	19_66_model.rda	0.964964522292815
967	19	67	19_67_model.rda	0.831917426741895
968	19	68	19_68_model.rda	0.939147013647064
969	19	69	19_69_model.rda	0.999999986944922
970	20	21	20_21_model.rda	0.652521728248609
971	20	22	20_22_model.rda	0.516553258426526
972	20	24	20_24_model.rda	0.863195198739891
973	20	25	20_25_model.rda	0.879799596080298
974	20	26	20_26_model.rda	0.337926814494938
975	20	27	20_27_model.rda	0.279668748746139
976	20	28	20_28_model.rda	0.847647633093187
977	20	30	20_30_model.rda	0.675240362007011
978	20	31	20_31_model.rda	0.0937709080092173
979	20	32	20_32_model.rda	0.123707443501555
980	20	33	20_33_model.rda	0.798597640044228
981	20	34	20_34_model.rda	0.923896366638497
982	20	35	20_35_model.rda	0.898956700104276
983	20	36	20_36_model.rda	0.747747966270202
984	20	37	20_37_model.rda	0.663090663229154
985	20	38	20_38_model.rda	0.449428253309451
986	20	39	20_39_model.rda	0.584915355674281
987	20	41	20_41_model.rda	0.707620564215664
988	20	42	20_42_model.rda	0.388247110063541
989	20	43	20_43_model.rda	0.483012116500672
990	20	44	20_44_model.rda	0.730101333329659
991	20	45	20_45_model.rda	0.760747235274641
992	20	46	20_46_model.rda	0.769014704258821
993	20	48	20_48_model.rda	0.817425615031141
994	20	49	20_49_model.rda	0.885398889155121
995	20	50	20_50_model.rda	0.822130589694095
996	20	51	20_51_model.rda	0.85139641360938
997	20	52	20_52_model.rda	0.860341303866767
998	20	53	20_53_model.rda	0.422576614651324
999	20	54	20_54_model.rda	0.346536580331879
1000	20	55	20_55_model.rda	0.475938084587603
1001	20	56	20_56_model.rda	0.119286827353488
1002	20	58	20_58_model.rda	0.680461293734649
1003	20	59	20_59_model.rda	0.943096600043108
1004	20	60	20_60_model.rda	0.875121773490791
1005	20	62	20_62_model.rda	0.862572194495675
1006	20	65	20_65_model.rda	0.965401204530848
1007	20	66	20_66_model.rda	0.922178057804243
1008	20	67	20_67_model.rda	0.610788666018539
1009	20	68	20_68_model.rda	0.689492341806334
1010	20	69	20_69_model.rda	0.961613211510025
1011	21	22	21_22_model.rda	0.192667169266539
1012	21	24	21_24_model.rda	0.92305773450464
1013	21	25	21_25_model.rda	0.931693728474454
1014	21	26	21_26_model.rda	0.417029099070389
1015	21	27	21_27_model.rda	0.427260360035257
1016	21	28	21_28_model.rda	0.905122075476559
1017	21	30	21_30_model.rda	0.333887835315228
1018	21	31	21_31_model.rda	0.652130404026386
1019	21	32	21_32_model.rda	0.568419365676673
1020	21	33	21_33_model.rda	0.896420156991834
1021	21	34	21_34_model.rda	0.950274581888054
1022	21	35	21_35_model.rda	0.924557292096668
1023	21	36	21_36_model.rda	0.870343487695186
1024	21	37	21_37_model.rda	0.75501939650707
1025	21	38	21_38_model.rda	0.643095053698882
1026	21	39	21_39_model.rda	0.607568901418369
1027	21	41	21_41_model.rda	0.795428021405727
1028	21	42	21_42_model.rda	0.560869146293167
1029	21	43	21_43_model.rda	0.56837590652483
1030	21	44	21_44_model.rda	0.202572778298392
1031	21	45	21_45_model.rda	0.83262109181824
1032	21	46	21_46_model.rda	0.869659267879595
1033	21	48	21_48_model.rda	0.905077703480751
1034	21	49	21_49_model.rda	0.931756138349009
1035	21	50	21_50_model.rda	0.912842886152057
1036	21	51	21_51_model.rda	0.916598295517704
1037	21	52	21_52_model.rda	0.918583274848628
1038	21	53	21_53_model.rda	0.228764819043781
1039	21	54	21_54_model.rda	0.54050234441731
1040	21	55	21_55_model.rda	0.622411167801059
1041	21	56	21_56_model.rda	0.497988905429865
1042	21	58	21_58_model.rda	0.667991727628092
1043	21	59	21_59_model.rda	0.886958969043627
1044	21	60	21_60_model.rda	0.788461687225751
1045	21	62	21_62_model.rda	0.908943379518057
1046	21	65	21_65_model.rda	0.9674461783226
1047	21	66	21_66_model.rda	0.919065673080259
1048	21	67	21_67_model.rda	0.729352780584042
1049	21	68	21_68_model.rda	0.0134139426600299
1050	21	69	21_69_model.rda	0.950011930791628
1051	22	24	22_24_model.rda	0.873979352113116
1052	22	25	22_25_model.rda	0.879321117880572
1053	22	26	22_26_model.rda	0.152374494167092
1054	22	27	22_27_model.rda	0.187218817257704
1055	22	28	22_28_model.rda	0.834858892140852
1056	22	30	22_30_model.rda	0.194078144437801
1057	22	31	22_31_model.rda	0.424376826595308
1058	22	32	22_32_model.rda	0.340430775042283
1059	22	33	22_33_model.rda	0.799842593818459
1060	22	34	22_34_model.rda	0.999999917964364
1061	22	35	22_35_model.rda	0.907289236516909
1062	22	36	22_36_model.rda	0.757095003566272
1063	22	37	22_37_model.rda	0.66969813266705
1064	22	38	22_38_model.rda	0.426368076895135
1065	22	39	22_39_model.rda	0.388303592186599
1066	22	41	22_41_model.rda	0.678613379247652
1067	22	42	22_42_model.rda	0.302815750247383
1068	22	43	22_43_model.rda	0.378861486028148
1069	22	44	22_44_model.rda	0.208615950315372
1070	22	45	22_45_model.rda	0.727060972803495
1071	22	46	22_46_model.rda	0.757410385016632
1072	22	48	22_48_model.rda	0.821141132009967
1073	22	49	22_49_model.rda	0.871181698429922
1074	22	50	22_50_model.rda	0.845260525310252
1075	22	51	22_51_model.rda	0.873274285512287
1076	22	52	22_52_model.rda	0.868056085375482
1077	22	53	22_53_model.rda	0.0413493909987599
1078	22	54	22_54_model.rda	0.292681547803556
1079	22	55	22_55_model.rda	0.396614762068674
1080	22	56	22_56_model.rda	0.333863568724479
1081	22	58	22_58_model.rda	0.520952474649764
1082	22	59	22_59_model.rda	0.789101698279623
1083	22	60	22_60_model.rda	0.685734607884612
1084	22	62	22_62_model.rda	0.864774741591096
1085	22	65	22_65_model.rda	0.951169454771531
1086	22	66	22_66_model.rda	0.843226455532643
1087	22	67	22_67_model.rda	0.526800755093848
1088	22	68	22_68_model.rda	0.252442533058011
1089	22	69	22_69_model.rda	0.950808182871893
1090	24	25	24_25_model.rda	0.246285871922996
1091	24	26	24_26_model.rda	0.815345131409858
1092	24	27	24_27_model.rda	0.797433147808041
1093	24	28	24_28_model.rda	0.698030885201394
1094	24	30	24_30_model.rda	0.934331988195168
1095	24	31	24_31_model.rda	0.714054006805752
1096	24	32	24_32_model.rda	0.801457178114353
1097	24	33	24_33_model.rda	0.388843306578018
1098	24	34	24_34_model.rda	0.886154062754988
1099	24	35	24_35_model.rda	0.795004065464115
1100	24	36	24_36_model.rda	0.459296230106229
1101	24	37	24_37_model.rda	0.887045669483369
1102	24	38	24_38_model.rda	0.699003188691946
1103	24	39	24_39_model.rda	0.799237018009622
1104	24	41	24_41_model.rda	0.910962387258191
1105	24	42	24_42_model.rda	0.731023311387958
1106	24	43	24_43_model.rda	0.81387628413717
1107	24	44	24_44_model.rda	0.898863987729301
1108	24	45	24_45_model.rda	0.171675383170816
1109	24	46	24_46_model.rda	0.92768624380486
1110	24	48	24_48_model.rda	0.562316097764254
1111	24	49	24_49_model.rda	0.732101780757937
1112	24	50	24_50_model.rda	0.328562737955981
1113	24	51	24_51_model.rda	0.427053037100601
1114	24	52	24_52_model.rda	0.391596271903196
1115	24	53	24_53_model.rda	0.839045043639457
1116	24	54	24_54_model.rda	0.748030304215042
1117	24	55	24_55_model.rda	0.728779907340157
1118	24	56	24_56_model.rda	0.844697338324079
1119	24	58	24_58_model.rda	0.876975111545234
1120	24	59	24_59_model.rda	0.999999982282103
1121	24	60	24_60_model.rda	0.999999118195516
1122	24	62	24_62_model.rda	0.790644439406979
1123	24	65	24_65_model.rda	0.999999852067903
1124	24	66	24_66_model.rda	0.948130300453448
1125	24	67	24_67_model.rda	0.80752754917163
1126	24	68	24_68_model.rda	0.928373338363746
1127	24	69	24_69_model.rda	0.999999991167152
1128	25	26	25_26_model.rda	0.818044006386816
1129	25	27	25_27_model.rda	0.808480154776909
1130	25	28	25_28_model.rda	0.673692257262586
1131	25	30	25_30_model.rda	0.939770175202594
1132	25	31	25_31_model.rda	0.717110590882751
1133	25	32	25_32_model.rda	0.823135972206601
1134	25	33	25_33_model.rda	0.430797161801439
1135	25	34	25_34_model.rda	0.849868872912795
1136	25	35	25_35_model.rda	0.82205829566403
1137	25	36	25_36_model.rda	0.481040096734244
1138	25	37	25_37_model.rda	0.923472321402478
1139	25	38	25_38_model.rda	0.711550666974567
1140	25	39	25_39_model.rda	0.802181376516638
1141	25	41	25_41_model.rda	0.91830414011603
1142	25	42	25_42_model.rda	0.74996548331678
1143	25	43	25_43_model.rda	0.810893139680866
1144	25	44	25_44_model.rda	0.8910969825467
1145	25	45	25_45_model.rda	0.145639085318677
1146	25	46	25_46_model.rda	0.930417111877539
1147	25	48	25_48_model.rda	0.55076437551601
1148	25	49	25_49_model.rda	0.711984833401134
1149	25	50	25_50_model.rda	0.37352775722204
1150	25	51	25_51_model.rda	0.452359926510427
1151	25	52	25_52_model.rda	0.398750095677539
1152	25	53	25_53_model.rda	0.844237889947673
1153	25	54	25_54_model.rda	0.753494678950116
1154	25	55	25_55_model.rda	0.733075665291868
1155	25	56	25_56_model.rda	0.870654485579223
1156	25	58	25_58_model.rda	0.851430617730069
1157	25	59	25_59_model.rda	0.999995552757665
1158	25	60	25_60_model.rda	0.913543681051995
1159	25	62	25_62_model.rda	0.793982930060246
1160	25	65	25_65_model.rda	0.999999986654031
1161	25	66	25_66_model.rda	0.950777720290527
1162	25	67	25_67_model.rda	0.83052145518616
1163	25	68	25_68_model.rda	0.940524959350245
1164	25	69	25_69_model.rda	0.999999970560545
1165	26	27	26_27_model.rda	0.0347182738695322
1166	26	28	26_28_model.rda	0.756986749344852
1167	26	30	26_30_model.rda	0.415997202685228
1168	26	31	26_31_model.rda	0.236062539191576
1169	26	32	26_32_model.rda	0.119381109694871
1170	26	33	26_33_model.rda	0.695380401299072
1171	26	34	26_34_model.rda	0.900436214933181
1172	26	35	26_35_model.rda	0.855853692824445
1173	26	36	26_36_model.rda	0.624519687840111
1174	26	37	26_37_model.rda	0.576784422913077
1175	26	38	26_38_model.rda	0.201340162983409
1176	26	39	26_39_model.rda	0.243459865506514
1177	26	41	26_41_model.rda	0.625820437286434
1178	26	42	26_42_model.rda	0.112649015081499
1179	26	43	26_43_model.rda	0.208680305138263
1180	26	44	26_44_model.rda	0.421648457755482
1181	26	45	26_45_model.rda	0.638052233724433
1182	26	46	26_46_model.rda	0.703926290061092
1183	26	48	26_48_model.rda	0.6940352441938
1184	26	49	26_49_model.rda	0.809859433418339
1185	26	50	26_50_model.rda	0.761681991890181
1186	26	51	26_51_model.rda	0.752871922666967
1187	26	52	26_52_model.rda	0.788868994791071
1188	26	53	26_53_model.rda	0.106550999684548
1189	26	54	26_54_model.rda	0.113909566403487
1190	26	55	26_55_model.rda	0.227682490779442
1191	26	56	26_56_model.rda	0.17584683692804
1192	26	58	26_58_model.rda	0.329008927499022
1193	26	59	26_59_model.rda	0.816579059804517
1194	26	60	26_60_model.rda	0.689912631906215
1195	26	62	26_62_model.rda	0.781779979059933
1196	26	65	26_65_model.rda	0.928585389587697
1197	26	66	26_66_model.rda	0.83606011547236
1198	26	67	26_67_model.rda	0.321695418341825
1199	26	68	26_68_model.rda	0.470435921243498
1200	26	69	26_69_model.rda	0.946405745302008
1201	27	28	27_28_model.rda	0.756100811893574
1202	27	30	27_30_model.rda	0.442698054169619
1203	27	31	27_31_model.rda	0.185698873594426
1204	27	32	27_32_model.rda	0.0774787124610581
