X1	X2	file	rsquared
156	3	43	3_43_model.rda	0.944877013548789
157	3	44	3_44_model.rda	0.903031577888292
158	3	45	3_45_model.rda	0.943654580426835
159	3	46	3_46_model.rda	0.965587218783148
160	3	48	3_48_model.rda	0.904661559433738
161	3	49	3_49_model.rda	0.921773970498213
162	3	50	3_50_model.rda	0.895898426284863
163	3	51	3_51_model.rda	0.918302787758282
164	3	52	3_52_model.rda	0.858348608843553
165	3	53	3_53_model.rda	0.927156325892974
166	3	54	3_54_model.rda	0.917280837052841
167	3	55	3_55_model.rda	0.948764057122568
168	3	56	3_56_model.rda	0.935402694093646
169	3	58	3_58_model.rda	0.999999990401964
170	3	59	3_59_model.rda	0.999999999066359
171	3	60	3_60_model.rda	0.999999985685238
172	3	62	3_62_model.rda	0.708617214447866
173	3	65	3_65_model.rda	0.999999987530356
174	3	66	3_66_model.rda	0.999999902247039
175	3	67	3_67_model.rda	0.934895922684256
176	3	68	3_68_model.rda	0.972913036474114
177	3	69	3_69_model.rda	0.999999992343026
178	4	5	4_5_model.rda	0.840079336957417
179	4	6	4_6_model.rda	0.989493480135414
180	4	7	4_7_model.rda	0.962004606651067
181	4	8	4_8_model.rda	0.955075366888618
182	4	9	4_9_model.rda	0.928487334625123
183	4	10	4_10_model.rda	0.973494843009392
184	4	11	4_11_model.rda	0.969414378539475
185	4	12	4_12_model.rda	0.962225272534565
186	4	13	4_13_model.rda	0.92389288435517
187	4	14	4_14_model.rda	0.958386786948774
188	4	15	4_15_model.rda	0.999999982042604
189	4	16	4_16_model.rda	0.924249561900797
190	4	17	4_17_model.rda	0.931155338628964
191	4	18	4_18_model.rda	0.916014663393399
192	4	19	4_19_model.rda	0.999999949326931
193	4	20	4_20_model.rda	0.963693958536692
194	4	21	4_21_model.rda	0.958889604549181
195	4	22	4_22_model.rda	0.926930154377388
196	4	24	4_24_model.rda	0.96031966969289
197	4	25	4_25_model.rda	0.943577836163152
198	4	26	4_26_model.rda	0.909722916210673
199	4	27	4_27_model.rda	0.930386978208198
200	4	28	4_28_model.rda	0.791115242949327
201	4	30	4_30_model.rda	0.95549668930452
202	4	31	4_31_model.rda	0.921766792732508
203	4	32	4_32_model.rda	0.945608330363165
204	4	33	4_33_model.rda	0.908638501341055
205	4	34	4_34_model.rda	0.999999993926473
206	4	35	4_35_model.rda	0.955789028747502
207	4	36	4_36_model.rda	0.896255627756742
208	4	37	4_37_model.rda	0.999999924786487
209	4	38	4_38_model.rda	0.930330412289403
210	4	39	4_39_model.rda	0.923459624221892
211	4	41	4_41_model.rda	0.942216375916065
212	4	42	4_42_model.rda	0.920721502187707
213	4	43	4_43_model.rda	0.940784886714818
214	4	44	4_44_model.rda	0.894322743889019
215	4	45	4_45_model.rda	0.92184025197779
216	4	46	4_46_model.rda	0.96489637410808
217	4	48	4_48_model.rda	0.880910735779395
218	4	49	4_49_model.rda	0.999999872113632
219	4	50	4_50_model.rda	0.915504067819004
220	4	51	4_51_model.rda	0.954069141859634
221	4	52	4_52_model.rda	0.888675559454162
222	4	53	4_53_model.rda	0.917059296882205
223	4	54	4_54_model.rda	0.910284494454137
224	4	55	4_55_model.rda	0.947009675704758
225	4	56	4_56_model.rda	0.938682589123596
226	4	58	4_58_model.rda	0.999999874591033
227	4	59	4_59_model.rda	0.999998808653902
228	4	60	4_60_model.rda	0.999307241899376
229	4	62	4_62_model.rda	0.678268386134348
230	4	65	4_65_model.rda	0.999999996879078
231	4	66	4_66_model.rda	0.982759852153587
232	4	67	4_67_model.rda	0.927328970812713
233	4	68	4_68_model.rda	0.968110945898583
234	4	69	4_69_model.rda	0.999997492766922
235	5	6	5_6_model.rda	0.929206611065216
236	5	7	5_7_model.rda	0.872839754088429
237	5	8	5_8_model.rda	0.71566370516841
238	5	9	5_9_model.rda	0.729396974885595
239	5	10	5_10_model.rda	0.705099270759199
240	5	11	5_11_model.rda	0.761681133724032
241	5	12	5_12_model.rda	0.71325801355717
242	5	13	5_13_model.rda	0.491011680318042
243	5	14	5_14_model.rda	0.8837934112084
244	5	15	5_15_model.rda	0.929896360787017
245	5	16	5_16_model.rda	0.456228442947559
246	5	17	5_17_model.rda	0.819278879869293
247	5	18	5_18_model.rda	0.331597332547141
248	5	19	5_19_model.rda	0.602478194516378
249	5	20	5_20_model.rda	0.739271415638998
250	5	21	5_21_model.rda	0.86264431272345
251	5	22	5_22_model.rda	0.760699902601269
252	5	24	5_24_model.rda	0.536435082792502
253	5	25	5_25_model.rda	0.551354404446839
254	5	26	5_26_model.rda	0.628548677798338
255	5	27	5_27_model.rda	0.608969034355829
256	5	28	5_28_model.rda	0.136274233335836
257	5	30	5_30_model.rda	0.878831910723353
258	5	31	5_31_model.rda	0.520699372808499
259	5	32	5_32_model.rda	0.620354615209351
260	5	33	5_33_model.rda	0.13626765255661
261	5	34	5_34_model.rda	0.806147176117715
262	5	35	5_35_model.rda	0.689337901175385
263	5	36	5_36_model.rda	0.0813022158103457
264	5	37	5_37_model.rda	0.886889614628886
265	5	38	5_38_model.rda	0.471112316690624
266	5	39	5_39_model.rda	0.65548276592143
267	5	41	5_41_model.rda	0.846508279357514
268	5	42	5_42_model.rda	0.52664640058693
269	5	43	5_43_model.rda	0.666641727663214
270	5	44	5_44_model.rda	0.825725972713623
271	5	45	5_45_model.rda	0.362415496359076
272	5	46	5_46_model.rda	0.896512784927664
273	5	48	5_48_model.rda	0.358408489416512
274	5	49	5_49_model.rda	0.58563447682253
275	5	50	5_50_model.rda	0.246481685633689
276	5	51	5_51_model.rda	0.289230508589101
277	5	52	5_52_model.rda	0.24797603694089
278	5	53	5_53_model.rda	0.703303945393643
279	5	54	5_54_model.rda	0.532881769237354
280	5	55	5_55_model.rda	0.649174137440959
281	5	56	5_56_model.rda	0.715773031356265
282	5	58	5_58_model.rda	0.74882275041195
283	5	59	5_59_model.rda	0.951403500781478
284	5	60	5_60_model.rda	0.903573692383705
285	5	62	5_62_model.rda	0.269615173209618
286	5	65	5_65_model.rda	0.977999691573864
287	5	66	5_66_model.rda	0.925190189053672
288	5	67	5_67_model.rda	0.633049032741927
289	5	68	5_68_model.rda	0.871400796275323
290	5	69	5_69_model.rda	0.999999662071405
291	6	7	6_7_model.rda	0.832717628039857
292	6	8	6_8_model.rda	0.835607141436184
293	6	9	6_9_model.rda	0.211405447225257
294	6	10	6_10_model.rda	0.803628793724271
295	6	11	6_11_model.rda	0.788837473526999
296	6	12	6_12_model.rda	0.775430006658099
297	6	13	6_13_model.rda	0.719604993808728
298	6	14	6_14_model.rda	0.0566596905155031
299	6	15	6_15_model.rda	0.929809091833214
300	6	16	6_16_model.rda	0.94077077484639
301	6	17	6_17_model.rda	0.21971511652252
302	6	18	6_18_model.rda	0.95811801521019
303	6	19	6_19_model.rda	0.999999985076303
304	6	20	6_20_model.rda	0.745583946337837
305	6	21	6_21_model.rda	0.052636101469699
306	6	22	6_22_model.rda	0.269793494316952
307	6	24	6_24_model.rda	0.999995850799188
308	6	25	6_25_model.rda	0.999999960042162
309	6	26	6_26_model.rda	0.498532582949151
310	6	27	6_27_model.rda	0.492212024957561
311	6	28	6_28_model.rda	0.969723585015348
312	6	30	6_30_model.rda	0.264002842318306
313	6	31	6_31_model.rda	0.707390825146503
314	6	32	6_32_model.rda	0.617805668030729
315	6	33	6_33_model.rda	0.949716600144675
316	6	34	6_34_model.rda	0.999999998455916
317	6	35	6_35_model.rda	0.999999913200425
318	6	36	6_36_model.rda	0.940700747994429
319	6	37	6_37_model.rda	0.864596499117555
320	6	38	6_38_model.rda	0.767381059869404
321	6	39	6_39_model.rda	0.706205733141951
322	6	41	6_41_model.rda	0.785259751540743
323	6	42	6_42_model.rda	0.67053714920069
324	6	43	6_43_model.rda	0.692792496485553
325	6	44	6_44_model.rda	0.103662658547626
326	6	45	6_45_model.rda	0.91045349255583
327	6	46	6_46_model.rda	0.846060897015718
328	6	48	6_48_model.rda	0.955424545315538
329	6	49	6_49_model.rda	0.978312551463087
330	6	50	6_50_model.rda	0.966964871034728
331	6	51	6_51_model.rda	0.999999388541245
332	6	52	6_52_model.rda	0.986529561583689
333	6	53	6_53_model.rda	0.281662445362059
334	6	54	6_54_model.rda	0.634756986689808
335	6	55	6_55_model.rda	0.745128064481081
336	6	56	6_56_model.rda	0.601318732530919
337	6	58	6_58_model.rda	0.871414096558274
338	6	59	6_59_model.rda	0.942469567116755
339	6	60	6_60_model.rda	0.932738752569437
340	6	62	6_62_model.rda	0.962744818009528
341	6	65	6_65_model.rda	0.978075571823893
342	6	66	6_66_model.rda	0.935806571696418
343	6	67	6_67_model.rda	0.798060403132358
344	6	68	6_68_model.rda	0.0484680628207379
345	6	69	6_69_model.rda	0.971546147394813
346	7	8	7_8_model.rda	0.685712276262031
347	7	9	7_9_model.rda	0.741467909504916
348	7	10	7_10_model.rda	0.768133846635517
349	7	11	7_11_model.rda	0.701658404711076
350	7	12	7_12_model.rda	0.759702232946457
351	7	13	7_13_model.rda	0.652722067229048
352	7	14	7_14_model.rda	0.875442262693049
353	7	15	7_15_model.rda	0.899022029097335
354	7	16	7_16_model.rda	0.898733584223954
355	7	17	7_17_model.rda	0.800612109116609
356	7	18	7_18_model.rda	0.876027048205854
357	7	19	7_19_model.rda	0.915669160126245
358	7	20	7_20_model.rda	0.742357247153951
359	7	21	7_21_model.rda	0.849856662246844
360	7	22	7_22_model.rda	0.744281465210794
361	7	24	7_24_model.rda	0.910882916531093
362	7	25	7_25_model.rda	0.91555836996592
363	7	26	7_26_model.rda	0.688045994885035
364	7	27	7_27_model.rda	0.6971818356568
365	7	28	7_28_model.rda	0.879861408676541
366	7	30	7_30_model.rda	0.85618798387316
367	7	31	7_31_model.rda	0.748806542651962
368	7	32	7_32_model.rda	0.720274956280923
369	7	33	7_33_model.rda	0.868367650863385
370	7	34	7_34_model.rda	0.930137344267614
371	7	35	7_35_model.rda	0.898726744465051
372	7	36	7_36_model.rda	0.848598786956875
373	7	37	7_37_model.rda	0.797435202977247
374	7	38	7_38_model.rda	0.664691092741426
375	7	39	7_39_model.rda	0.734047521822034
376	7	41	7_41_model.rda	0.0319473881561302
377	7	42	7_42_model.rda	0.70004201867551
378	7	43	7_43_model.rda	0.698554083038968
379	7	44	7_44_model.rda	0.874865976823168
380	7	45	7_45_model.rda	0.851750612491305
381	7	46	7_46_model.rda	0.0579610426167708
382	7	48	7_48_model.rda	0.804487855268619
383	7	49	7_49_model.rda	0.840453582120808
384	7	50	7_50_model.rda	0.876357424926344
385	7	51	7_51_model.rda	0.847841456207751
386	7	52	7_52_model.rda	0.879247346097377
387	7	53	7_53_model.rda	0.73758492455753
388	7	54	7_54_model.rda	0.68874417100399
389	7	55	7_55_model.rda	0.717668791945277
390	7	56	7_56_model.rda	0.658631419220091
391	7	58	7_58_model.rda	0.714260778907953
392	7	59	7_59_model.rda	0.923816862235642
393	7	60	7_60_model.rda	0.894643631411787
394	7	62	7_62_model.rda	0.880677162720436
395	7	65	7_65_model.rda	0.974294110190783
396	7	66	7_66_model.rda	0.942927548124957
397	7	67	7_67_model.rda	0.678824328579695
398	7	68	7_68_model.rda	0.86473667466032
399	7	69	7_69_model.rda	0.96759784467386
400	8	9	8_9_model.rda	0.598870907766674
401	8	10	8_10_model.rda	0.636576303475398
402	8	11	8_11_model.rda	0.530887807912426
403	8	12	8_12_model.rda	0.651356689622403
404	8	13	8_13_model.rda	0.281080351169002
405	8	14	8_14_model.rda	0.788287683580613
406	8	15	8_15_model.rda	0.844766441966774
407	8	16	8_16_model.rda	0.806540888005081
408	8	17	8_17_model.rda	0.69377757009663
409	8	18	8_18_model.rda	0.765155337618338
410	8	19	8_19_model.rda	0.871945456556777
411	8	20	8_20_model.rda	0.663817808679928
412	8	21	8_21_model.rda	0.761384246554432
413	8	22	8_22_model.rda	0.595884836666418
414	8	24	8_24_model.rda	0.842414345936028
415	8	25	8_25_model.rda	0.854054682622325
416	8	26	8_26_model.rda	0.431514411519038
417	8	27	8_27_model.rda	0.489270523863876
418	8	28	8_28_model.rda	0.809781373157572
419	8	30	8_30_model.rda	0.785631263457056
420	8	31	8_31_model.rda	0.595512365685941
421	8	32	8_32_model.rda	0.47486416182056
422	8	33	8_33_model.rda	0.728800337634862
423	8	34	8_34_model.rda	0.910091484713595
424	8	35	8_35_model.rda	0.877649151502484
425	8	36	8_36_model.rda	0.702559092650658
426	8	37	8_37_model.rda	0.728014048398941
427	8	38	8_38_model.rda	0.338749753435435
428	8	39	8_39_model.rda	0.542111989245546
429	8	41	8_41_model.rda	0.608475948371968
430	8	42	8_42_model.rda	0.437116067897143
431	8	43	8_43_model.rda	0.547761478890811
432	8	44	8_44_model.rda	0.769486942942497
433	8	45	8_45_model.rda	0.765686085227738
434	8	46	8_46_model.rda	0.740361208465683
435	8	48	8_48_model.rda	0.651645328742581
436	8	49	8_49_model.rda	0.779023690218921
437	8	50	8_50_model.rda	0.788926920951633
438	8	51	8_51_model.rda	0.755634368031358
439	8	52	8_52_model.rda	0.794269037931967
440	8	53	8_53_model.rda	0.579723043943877
441	8	54	8_54_model.rda	0.442460644212682
442	8	55	8_55_model.rda	0.503440863534957
443	8	56	8_56_model.rda	0.525742719741559
444	8	58	8_58_model.rda	0.529585640094438
445	8	59	8_59_model.rda	0.926852130995601
446	8	60	8_60_model.rda	0.871504641296255
447	8	62	8_62_model.rda	0.806114749532359
448	8	65	8_65_model.rda	0.96448319834677
449	8	66	8_66_model.rda	0.911266088626667
450	8	67	8_67_model.rda	0.0097604686931464
451	8	68	8_68_model.rda	0.791210380084691
452	8	69	8_69_model.rda	0.959929517419065
453	9	10	9_10_model.rda	0.477581178705678
454	9	11	9_11_model.rda	0.421874937662982
455	9	12	9_12_model.rda	0.466576390694588
456	9	13	9_13_model.rda	0.359957789775379
457	9	14	9_14_model.rda	0.291581098737414
458	9	15	9_15_model.rda	0.826048623468783
459	9	16	9_16_model.rda	0.810010234106922
460	9	17	9_17_model.rda	0.139572887197423
461	9	18	9_18_model.rda	0.805573170030109
462	9	19	9_19_model.rda	0.859503069627661
463	9	20	9_20_model.rda	0.444143112622193
464	9	21	9_21_model.rda	0.182672655601924
465	9	22	9_22_model.rda	0.0337367254868791
466	9	24	9_24_model.rda	0.860798228391367
467	9	25	9_25_model.rda	0.863666947106554
468	9	26	9_26_model.rda	0.138151648920513
469	9	27	9_27_model.rda	0.158860663106976
470	9	28	9_28_model.rda	0.817493334038009
471	9	30	9_30_model.rda	0.233253737090649
472	9	31	9_31_model.rda	0.412750760935049
473	9	32	9_32_model.rda	0.300761430414442
474	9	33	9_33_model.rda	0.785073160021873
475	9	34	9_34_model.rda	0.911309222826525
476	9	35	9_35_model.rda	0.869158230525381
477	9	36	9_36_model.rda	0.733180287839495
478	9	37	9_37_model.rda	0.597034478600793
479	9	38	9_38_model.rda	0.407388094975636
480	9	39	9_39_model.rda	0.361676857931437
481	9	41	9_41_model.rda	0.658110276869462
482	9	42	9_42_model.rda	0.282149539923852
483	9	43	9_43_model.rda	0.319789103195269
484	9	44	9_44_model.rda	0.25509871660779
485	9	45	9_45_model.rda	0.706414944709423
486	9	46	9_46_model.rda	0.762563882362571
487	9	48	9_48_model.rda	0.80885226433667
488	9	49	9_49_model.rda	0.861176111659235
489	9	50	9_50_model.rda	0.828008401326045
490	9	51	9_51_model.rda	0.843400860923699
491	9	52	9_52_model.rda	0.845250514388407
492	9	53	9_53_model.rda	0.0265450575588601
493	9	54	9_54_model.rda	0.263407912944263
494	9	55	9_55_model.rda	0.36082907643478
495	9	56	9_56_model.rda	0.25785306006283
496	9	58	9_58_model.rda	0.472811969409221
497	9	59	9_59_model.rda	0.762982211222236
498	9	60	9_60_model.rda	0.64360833785855
499	9	62	9_62_model.rda	0.845399517832308
500	9	65	9_65_model.rda	0.948714091189448
501	9	66	9_66_model.rda	0.863285758996306
502	9	67	9_67_model.rda	0.524415666627385
503	9	68	9_68_model.rda	0.234574979190909
504	9	69	9_69_model.rda	0.935725789317178
505	10	11	10_11_model.rda	0.408604732439317
506	10	12	10_12_model.rda	0.0241375970480061
507	10	13	10_13_model.rda	0.329827395827797
508	10	14	10_14_model.rda	0.758475051683492
509	10	15	10_15_model.rda	0.822212629768548
510	10	16	10_16_model.rda	0.819601624186497
511	10	17	10_17_model.rda	0.641525079216214
512	10	18	10_18_model.rda	0.782208606523989
513	10	19	10_19_model.rda	0.857207856210202
514	10	20	10_20_model.rda	0.150549146283455
515	10	21	10_21_model.rda	0.704726000722526
516	10	22	10_22_model.rda	0.531858256793196
517	10	24	10_24_model.rda	0.844717945955299
518	10	25	10_25_model.rda	0.871441021178744
519	10	26	10_26_model.rda	0.346714863144583
520	10	27	10_27_model.rda	0.282289864876208
521	10	28	10_28_model.rda	0.832862636729207
522	10	30	10_30_model.rda	0.713964658986121
523	10	31	10_31_model.rda	0.0710282882136792
524	10	32	10_32_model.rda	0.140718628894864
525	10	33	10_33_model.rda	0.774120394306915
526	10	34	10_34_model.rda	0.933769745821242
527	10	35	10_35_model.rda	0.898192838992285
528	10	36	10_36_model.rda	0.712959287858891
529	10	37	10_37_model.rda	0.551642609111362
530	10	38	10_38_model.rda	0.320988343632555
531	10	39	10_39_model.rda	0.446313309947769
532	10	41	10_41_model.rda	0.747836470994944
533	10	42	10_42_model.rda	0.298231834432183
534	10	43	10_43_model.rda	0.368513582544257
535	10	44	10_44_model.rda	0.72460608448102
536	10	45	10_45_model.rda	0.714435322505318
537	10	46	10_46_model.rda	0.806397426188336
538	10	48	10_48_model.rda	0.790505472970912
539	10	49	10_49_model.rda	0.87604936680187
540	10	50	10_50_model.rda	0.808077919405197
541	10	51	10_51_model.rda	0.881112023055184
542	10	52	10_52_model.rda	0.83448238917604
543	10	53	10_53_model.rda	0.455458117424518
544	10	54	10_54_model.rda	0.258440847535199
545	10	55	10_55_model.rda	0.329678788465644
546	10	56	10_56_model.rda	0.240613749368771
547	10	58	10_58_model.rda	0.619188456271301
548	10	59	10_59_model.rda	0.904137273380495
549	10	60	10_60_model.rda	0.867486352417598
550	10	62	10_62_model.rda	0.843376853078698
551	10	65	10_65_model.rda	0.953690312556552
552	10	66	10_66_model.rda	0.899596671004102
553	10	67	10_67_model.rda	0.528652049618426
554	10	68	10_68_model.rda	0.731942850296272
555	10	69	10_69_model.rda	0.946106250230123
556	11	12	11_12_model.rda	0.485689870463221
557	11	13	11_13_model.rda	0.218123725958991
558	11	14	11_14_model.rda	0.642219036134183
559	11	15	11_15_model.rda	0.828697155065129
560	11	16	11_16_model.rda	0.774545465220776
561	11	17	11_17_model.rda	0.517988010323808
562	11	18	11_18_model.rda	0.787972465714743
563	11	19	11_19_model.rda	0.855793556708522
564	11	20	11_20_model.rda	0.569444055178955
565	11	21	11_21_model.rda	0.641727717522135
566	11	22	11_22_model.rda	0.483353323707602
567	11	24	11_24_model.rda	0.824257711312518
568	11	25	11_25_model.rda	0.838937531087882
569	11	26	11_26_model.rda	0.296287571943705
570	11	27	11_27_model.rda	0.337080762101075
571	11	28	11_28_model.rda	0.847266940265251
572	11	30	11_30_model.rda	0.665795420494349
573	11	31	11_31_model.rda	0.423832966285379
574	11	32	11_32_model.rda	0.351264175414212
575	11	33	11_33_model.rda	0.791223964730759
576	11	34	11_34_model.rda	0.999999584461278
577	11	35	11_35_model.rda	0.939184826094371
578	11	36	11_36_model.rda	0.715861121063126
579	11	37	11_37_model.rda	0.508219632956566
580	11	38	11_38_model.rda	0.227220428473611
581	11	39	11_39_model.rda	0.0642130910125182
582	11	41	11_41_model.rda	0.683444339485282
583	11	42	11_42_model.rda	0.244648767176715
584	11	43	11_43_model.rda	0.0660219796357918
585	11	44	11_44_model.rda	0.563271686861253
586	11	45	11_45_model.rda	0.68169643508252
587	11	46	11_46_model.rda	0.748296640421039
588	11	48	11_48_model.rda	0.772273329394406
589	11	49	11_49_model.rda	0.864093615110501
590	11	50	11_50_model.rda	0.809567626950396
591	11	51	11_51_model.rda	0.867177029398447
592	11	52	11_52_model.rda	0.830772019954146
593	11	53	11_53_model.rda	0.424647258176998
594	11	54	11_54_model.rda	0.245487703127476
595	11	55	11_55_model.rda	0.168883346809046
596	11	56	11_56_model.rda	0.419644403690818
597	11	58	11_58_model.rda	0.501141063753429
598	11	59	11_59_model.rda	0.934095168905769
599	11	60	11_60_model.rda	0.827115634715857
600	11	62	11_62_model.rda	0.855624707646944
601	11	65	11_65_model.rda	0.954728148694437
602	11	66	11_66_model.rda	0.85399074379119
603	11	67	11_67_model.rda	0.409590816778577
604	11	68	11_68_model.rda	0.703841575953948
605	11	69	11_69_model.rda	0.952605940634502
606	12	13	12_13_model.rda	0.364075571224961
