file.name	rsquared	query.genome	target.genome	match.file.name
7_66.rda	7_66.rda	0.94252074283234	7	66	7_66.txt.match
7_67.rda	7_67.rda	0.67262257092004	7	67	7_67.txt.match
7_68.rda	7_68.rda	0.863992155407244	7	68	7_68.txt.match
7_69.rda	7_69.rda	0.964268572430129	7	69	7_69.txt.match
8_9.rda	8_9.rda	0.59354572002435	8	9	8_9.txt.match
8_10.rda	8_10.rda	0.642518197240756	8	10	8_10.txt.match
8_11.rda	8_11.rda	0.528504044318003	8	11	8_11.txt.match
8_12.rda	8_12.rda	0.650754206199994	8	12	8_12.txt.match
8_13.rda	8_13.rda	0.28458200587167	8	13	8_13.txt.match
8_14.rda	8_14.rda	0.789832363958058	8	14	8_14.txt.match
8_15.rda	8_15.rda	0.856920873441267	8	15	8_15.txt.match
8_16.rda	8_16.rda	0.812393094090204	8	16	8_16.txt.match
8_17.rda	8_17.rda	0.697073533855466	8	17	8_17.txt.match
8_18.rda	8_18.rda	0.766376805046739	8	18	8_18.txt.match
8_19.rda	8_19.rda	0.881187547608142	8	19	8_19.txt.match
8_20.rda	8_20.rda	0.660217906496943	8	20	8_20.txt.match
8_21.rda	8_21.rda	0.764058858950952	8	21	8_21.txt.match
8_22.rda	8_22.rda	0.590505557592138	8	22	8_22.txt.match
8_24.rda	8_24.rda	0.852626184807889	8	24	8_24.txt.match
8_25.rda	8_25.rda	0.867080055011365	8	25	8_25.txt.match
8_26.rda	8_26.rda	0.444095971969658	8	26	8_26.txt.match
8_27.rda	8_27.rda	0.497074339634089	8	27	8_27.txt.match
8_28.rda	8_28.rda	0.817600748119798	8	28	8_28.txt.match
8_30.rda	8_30.rda	0.789512479674811	8	30	8_30.txt.match
8_31.rda	8_31.rda	0.59226792306872	8	31	8_31.txt.match
8_32.rda	8_32.rda	0.481160278824	8	32	8_32.txt.match
8_33.rda	8_33.rda	0.738171007383508	8	33	8_33.txt.match
8_34.rda	8_34.rda	0.999999847876507	8	34	8_34.txt.match
8_35.rda	8_35.rda	0.892512014524768	8	35	8_35.txt.match
8_36.rda	8_36.rda	0.705789587558782	8	36	8_36.txt.match
8_37.rda	8_37.rda	0.722094046120356	8	37	8_37.txt.match
8_38.rda	8_38.rda	0.34269348487742	8	38	8_38.txt.match
8_39.rda	8_39.rda	0.550661627967311	8	39	8_39.txt.match
8_41.rda	8_41.rda	0.606628380244994	8	41	8_41.txt.match
8_42.rda	8_42.rda	0.433329481763358	8	42	8_42.txt.match
8_43.rda	8_43.rda	0.556234119304011	8	43	8_43.txt.match
8_44.rda	8_44.rda	0.764625030053558	8	44	8_44.txt.match
8_45.rda	8_45.rda	0.764244084934547	8	45	8_45.txt.match
8_46.rda	8_46.rda	0.737195244123533	8	46	8_46.txt.match
8_48.rda	8_48.rda	0.652290947368445	8	48	8_48.txt.match
8_49.rda	8_49.rda	0.769475310874073	8	49	8_49.txt.match
8_50.rda	8_50.rda	0.784739961496905	8	50	8_50.txt.match
8_51.rda	8_51.rda	0.776596951370883	8	51	8_51.txt.match
8_52.rda	8_52.rda	0.801786052325504	8	52	8_52.txt.match
8_53.rda	8_53.rda	0.58699730937138	8	53	8_53.txt.match
8_54.rda	8_54.rda	0.450276553613082	8	54	8_54.txt.match
8_55.rda	8_55.rda	0.507147024706108	8	55	8_55.txt.match
8_56.rda	8_56.rda	0.526737825140547	8	56	8_56.txt.match
8_58.rda	8_58.rda	0.53034974887788	8	58	8_58.txt.match
8_59.rda	8_59.rda	0.924562464470226	8	59	8_59.txt.match
8_60.rda	8_60.rda	0.884469480922809	8	60	8_60.txt.match
8_62.rda	8_62.rda	0.798317912226182	8	62	8_62.txt.match
8_65.rda	8_65.rda	0.972310944298274	8	65	8_65.txt.match
8_66.rda	8_66.rda	0.916941053030577	8	66	8_66.txt.match
8_67.rda	8_67.rda	0.0128990719586943	8	67	8_67.txt.match
8_68.rda	8_68.rda	0.787363128625909	8	68	8_68.txt.match
8_69.rda	8_69.rda	0.965454007503163	8	69	8_69.txt.match
9_10.rda	9_10.rda	0.479770472568144	9	10	9_10.txt.match
9_11.rda	9_11.rda	0.422878297307448	9	11	9_11.txt.match
9_12.rda	9_12.rda	0.468810154630278	9	12	9_12.txt.match
9_13.rda	9_13.rda	0.352480093863458	9	13	9_13.txt.match
9_14.rda	9_14.rda	0.293338941834932	9	14	9_14.txt.match
9_15.rda	9_15.rda	0.8302737645604	9	15	9_15.txt.match
9_16.rda	9_16.rda	0.811414127954426	9	16	9_16.txt.match
9_17.rda	9_17.rda	0.140617571385059	9	17	9_17.txt.match
9_18.rda	9_18.rda	0.818265755259454	9	18	9_18.txt.match
9_19.rda	9_19.rda	0.852346686796925	9	19	9_19.txt.match
9_20.rda	9_20.rda	0.45100947745937	9	20	9_20.txt.match
9_21.rda	9_21.rda	0.184895982711307	9	21	9_21.txt.match
9_22.rda	9_22.rda	0.0363971650579126	9	22	9_22.txt.match
9_24.rda	9_24.rda	0.868034401586261	9	24	9_24.txt.match
9_25.rda	9_25.rda	0.873695518556981	9	25	9_25.txt.match
9_26.rda	9_26.rda	0.140521289885794	9	26	9_26.txt.match
9_27.rda	9_27.rda	0.15988800583974	9	27	9_27.txt.match
9_28.rda	9_28.rda	0.815012402281116	9	28	9_28.txt.match
9_30.rda	9_30.rda	0.231491182687288	9	30	9_30.txt.match
9_31.rda	9_31.rda	0.408746574407181	9	31	9_31.txt.match
9_32.rda	9_32.rda	0.306302613711182	9	32	9_32.txt.match
9_33.rda	9_33.rda	0.790679453828242	9	33	9_33.txt.match
9_34.rda	9_34.rda	0.917070265565451	9	34	9_34.txt.match
9_35.rda	9_35.rda	0.860130796825014	9	35	9_35.txt.match
9_36.rda	9_36.rda	0.742676677350418	9	36	9_36.txt.match
9_37.rda	9_37.rda	0.603345060690692	9	37	9_37.txt.match
9_38.rda	9_38.rda	0.403121961360106	9	38	9_38.txt.match
9_39.rda	9_39.rda	0.367457270660612	9	39	9_39.txt.match
9_41.rda	9_41.rda	0.661185623891942	9	41	9_41.txt.match
9_42.rda	9_42.rda	0.288183255136438	9	42	9_42.txt.match
9_43.rda	9_43.rda	0.325364177065459	9	43	9_43.txt.match
9_44.rda	9_44.rda	0.257565246837664	9	44	9_44.txt.match
9_45.rda	9_45.rda	0.714102316373623	9	45	9_45.txt.match
9_46.rda	9_46.rda	0.761587281314636	9	46	9_46.txt.match
9_48.rda	9_48.rda	0.818469422023152	9	48	9_48.txt.match
9_49.rda	9_49.rda	0.846521402190767	9	49	9_49.txt.match
9_50.rda	9_50.rda	0.829580032444613	9	50	9_50.txt.match
9_51.rda	9_51.rda	0.849329177645181	9	51	9_51.txt.match
9_52.rda	9_52.rda	0.851779775697564	9	52	9_52.txt.match
9_53.rda	9_53.rda	0.0265692666711962	9	53	9_53.txt.match
9_54.rda	9_54.rda	0.26821126932493	9	54	9_54.txt.match
9_55.rda	9_55.rda	0.365825202982713	9	55	9_55.txt.match
9_56.rda	9_56.rda	0.257161152172398	9	56	9_56.txt.match
9_58.rda	9_58.rda	0.474002916637729	9	58	9_58.txt.match
9_59.rda	9_59.rda	0.762785337384663	9	59	9_59.txt.match
9_60.rda	9_60.rda	0.652699846715761	9	60	9_60.txt.match
9_62.rda	9_62.rda	0.846658593510225	9	62	9_62.txt.match
9_65.rda	9_65.rda	0.949208535991642	9	65	9_65.txt.match
9_66.rda	9_66.rda	0.861926345350005	9	66	9_66.txt.match
9_67.rda	9_67.rda	0.532816327574183	9	67	9_67.txt.match
9_68.rda	9_68.rda	0.242644664351516	9	68	9_68.txt.match
9_69.rda	9_69.rda	0.943671935577503	9	69	9_69.txt.match
10_11.rda	10_11.rda	0.415919809381947	10	11	10_11.txt.match
10_12.rda	10_12.rda	0.0274457830641783	10	12	10_12.txt.match
10_13.rda	10_13.rda	0.344741117582448	10	13	10_13.txt.match
10_14.rda	10_14.rda	0.760610807043632	10	14	10_14.txt.match
10_15.rda	10_15.rda	0.819227989411676	10	15	10_15.txt.match
10_16.rda	10_16.rda	0.825794817450366	10	16	10_16.txt.match
10_17.rda	10_17.rda	0.64495856454384	10	17	10_17.txt.match
10_18.rda	10_18.rda	0.802053806931054	10	18	10_18.txt.match
10_19.rda	10_19.rda	0.866060249247928	10	19	10_19.txt.match
10_20.rda	10_20.rda	0.15126661747053	10	20	10_20.txt.match
10_21.rda	10_21.rda	0.706270072367497	10	21	10_21.txt.match
10_22.rda	10_22.rda	0.540710192708119	10	22	10_22.txt.match
10_24.rda	10_24.rda	0.840890705404549	10	24	10_24.txt.match
10_25.rda	10_25.rda	0.868229335839611	10	25	10_25.txt.match
10_26.rda	10_26.rda	0.349414612131794	10	26	10_26.txt.match
10_27.rda	10_27.rda	0.279815769763623	10	27	10_27.txt.match
10_28.rda	10_28.rda	0.844443594108305	10	28	10_28.txt.match
10_30.rda	10_30.rda	0.711218449642614	10	30	10_30.txt.match
10_31.rda	10_31.rda	0.0730054846994646	10	31	10_31.txt.match
10_32.rda	10_32.rda	0.13858161800856	10	32	10_32.txt.match
10_33.rda	10_33.rda	0.783924757760298	10	33	10_33.txt.match
10_34.rda	10_34.rda	0.999828993170623	10	34	10_34.txt.match
10_35.rda	10_35.rda	0.892880804921658	10	35	10_35.txt.match
10_36.rda	10_36.rda	0.711780235732957	10	36	10_36.txt.match
10_37.rda	10_37.rda	0.555187210659926	10	37	10_37.txt.match
10_38.rda	10_38.rda	0.317391864546085	10	38	10_38.txt.match
10_39.rda	10_39.rda	0.447184501437392	10	39	10_39.txt.match
10_41.rda	10_41.rda	0.74933224639085	10	41	10_41.txt.match
10_42.rda	10_42.rda	0.299704364751384	10	42	10_42.txt.match
10_43.rda	10_43.rda	0.379176129252087	10	43	10_43.txt.match
10_44.rda	10_44.rda	0.722293735570787	10	44	10_44.txt.match
10_45.rda	10_45.rda	0.714129194721692	10	45	10_45.txt.match
10_46.rda	10_46.rda	0.800530447388014	10	46	10_46.txt.match
10_48.rda	10_48.rda	0.828325110679937	10	48	10_48.txt.match
10_49.rda	10_49.rda	0.892982297939873	10	49	10_49.txt.match
10_50.rda	10_50.rda	0.807773493937871	10	50	10_50.txt.match
10_51.rda	10_51.rda	0.915417672118738	10	51	10_51.txt.match
10_52.rda	10_52.rda	0.83774722239299	10	52	10_52.txt.match
10_53.rda	10_53.rda	0.457695504422866	10	53	10_53.txt.match
10_54.rda	10_54.rda	0.256304060882002	10	54	10_54.txt.match
10_55.rda	10_55.rda	0.333152332148194	10	55	10_55.txt.match
10_56.rda	10_56.rda	0.241632456863669	10	56	10_56.txt.match
10_58.rda	10_58.rda	0.633750506240394	10	58	10_58.txt.match
10_59.rda	10_59.rda	0.923008812361204	10	59	10_59.txt.match
10_60.rda	10_60.rda	0.861571308836808	10	60	10_60.txt.match
10_62.rda	10_62.rda	0.866631668725604	10	62	10_62.txt.match
10_65.rda	10_65.rda	0.952352716302572	10	65	10_65.txt.match
10_66.rda	10_66.rda	0.904120070812589	10	66	10_66.txt.match
10_67.rda	10_67.rda	0.534569706213935	10	67	10_67.txt.match
10_68.rda	10_68.rda	0.733165285658482	10	68	10_68.txt.match
10_69.rda	10_69.rda	0.948908860449295	10	69	10_69.txt.match
11_12.rda	11_12.rda	0.489933378310826	11	12	11_12.txt.match
11_13.rda	11_13.rda	0.231600635887346	11	13	11_13.txt.match
11_14.rda	11_14.rda	0.645155418580817	11	14	11_14.txt.match
11_15.rda	11_15.rda	0.841083172429814	11	15	11_15.txt.match
11_16.rda	11_16.rda	0.794401166595224	11	16	11_16.txt.match
11_17.rda	11_17.rda	0.522544024330955	11	17	11_17.txt.match
11_18.rda	11_18.rda	0.801250236735303	11	18	11_18.txt.match
11_19.rda	11_19.rda	0.860933287210779	11	19	11_19.txt.match
11_20.rda	11_20.rda	0.572558048793121	11	20	11_20.txt.match
11_21.rda	11_21.rda	0.651772306262305	11	21	11_21.txt.match
11_22.rda	11_22.rda	0.494548746431528	11	22	11_22.txt.match
11_24.rda	11_24.rda	0.836642138590588	11	24	11_24.txt.match
11_25.rda	11_25.rda	0.87250265020421	11	25	11_25.txt.match
11_26.rda	11_26.rda	0.295946429433778	11	26	11_26.txt.match
11_27.rda	11_27.rda	0.340509537383907	11	27	11_27.txt.match
11_28.rda	11_28.rda	0.87014312485655	11	28	11_28.txt.match
11_30.rda	11_30.rda	0.669463186874398	11	30	11_30.txt.match
11_31.rda	11_31.rda	0.425781053840122	11	31	11_31.txt.match
11_32.rda	11_32.rda	0.349381862907113	11	32	11_32.txt.match
11_33.rda	11_33.rda	0.78097126035836	11	33	11_33.txt.match
11_34.rda	11_34.rda	0.999999958324995	11	34	11_34.txt.match
11_35.rda	11_35.rda	0.999999965498331	11	35	11_35.txt.match
11_36.rda	11_36.rda	0.712320246666634	11	36	11_36.txt.match
11_37.rda	11_37.rda	0.538461570606662	11	37	11_37.txt.match
11_38.rda	11_38.rda	0.226316559109242	11	38	11_38.txt.match
11_39.rda	11_39.rda	0.064749848858875	11	39	11_39.txt.match
11_41.rda	11_41.rda	0.686862052613958	11	41	11_41.txt.match
11_42.rda	11_42.rda	0.24162562566535	11	42	11_42.txt.match
11_43.rda	11_43.rda	0.0749671057491801	11	43	11_43.txt.match
11_44.rda	11_44.rda	0.56522507647666	11	44	11_44.txt.match
11_45.rda	11_45.rda	0.682181286584342	11	45	11_45.txt.match
11_46.rda	11_46.rda	0.750838691662524	11	46	11_46.txt.match
11_48.rda	11_48.rda	0.788653596474514	11	48	11_48.txt.match
11_49.rda	11_49.rda	0.870757054347969	11	49	11_49.txt.match
11_50.rda	11_50.rda	0.851250657185073	11	50	11_50.txt.match
11_51.rda	11_51.rda	0.906597582506414	11	51	11_51.txt.match
11_52.rda	11_52.rda	0.848720605331233	11	52	11_52.txt.match
11_53.rda	11_53.rda	0.421093982996229	11	53	11_53.txt.match
11_54.rda	11_54.rda	0.24097922495037	11	54	11_54.txt.match
11_55.rda	11_55.rda	0.167222344491956	11	55	11_55.txt.match
11_56.rda	11_56.rda	0.421085391968187	11	56	11_56.txt.match
11_58.rda	11_58.rda	0.526025044050852	11	58	11_58.txt.match
11_59.rda	11_59.rda	0.948852222845206	11	59	11_59.txt.match
11_60.rda	11_60.rda	0.821278067414991	11	60	11_60.txt.match
11_62.rda	11_62.rda	0.850203216210814	11	62	11_62.txt.match
11_65.rda	11_65.rda	0.961826657755883	11	65	11_65.txt.match
11_66.rda	11_66.rda	0.858386467745044	11	66	11_66.txt.match
11_67.rda	11_67.rda	0.427690925378519	11	67	11_67.txt.match
11_68.rda	11_68.rda	0.71319665704108	11	68	11_68.txt.match
11_69.rda	11_69.rda	0.960647656440553	11	69	11_69.txt.match
12_13.rda	12_13.rda	0.366146764236707	12	13	12_13.txt.match
12_14.rda	12_14.rda	0.74514267549912	12	14	12_14.txt.match
12_15.rda	12_15.rda	0.856052875539551	12	15	12_15.txt.match
12_16.rda	12_16.rda	0.814673883165373	12	16	12_16.txt.match
12_17.rda	12_17.rda	0.634673619332392	12	17	12_17.txt.match
12_18.rda	12_18.rda	0.806407397111735	12	18	12_18.txt.match
12_19.rda	12_19.rda	0.860704243852867	12	19	12_19.txt.match
12_20.rda	12_20.rda	0.0959833583461429	12	20	12_20.txt.match
12_21.rda	12_21.rda	0.685407147267534	12	21	12_21.txt.match
12_22.rda	12_22.rda	0.520910824298944	12	22	12_22.txt.match
12_24.rda	12_24.rda	0.84254693602923	12	24	12_24.txt.match
12_25.rda	12_25.rda	0.854305693735365	12	25	12_25.txt.match
12_26.rda	12_26.rda	0.352181506329606	12	26	12_26.txt.match
12_27.rda	12_27.rda	0.30362178074758	12	27	12_27.txt.match
12_28.rda	12_28.rda	0.816247335978806	12	28	12_28.txt.match
12_30.rda	12_30.rda	0.695830575187735	12	30	12_30.txt.match
12_31.rda	12_31.rda	0.0650066216947204	12	31	12_31.txt.match
12_32.rda	12_32.rda	0.140271138723953	12	32	12_32.txt.match
12_33.rda	12_33.rda	0.765993115065298	12	33	12_33.txt.match
12_34.rda	12_34.rda	0.929767071370706	12	34	12_34.txt.match
12_35.rda	12_35.rda	0.875197988543539	12	35	12_35.txt.match
12_36.rda	12_36.rda	0.714905699343122	12	36	12_36.txt.match
12_37.rda	12_37.rda	0.635920923465081	12	37	12_37.txt.match
12_38.rda	12_38.rda	0.389886879036842	12	38	12_38.txt.match
12_39.rda	12_39.rda	0.537614551466069	12	39	12_39.txt.match
12_41.rda	12_41.rda	0.72148344505663	12	41	12_41.txt.match
12_42.rda	12_42.rda	0.355117679703678	12	42	12_42.txt.match
12_43.rda	12_43.rda	0.442422230275938	12	43	12_43.txt.match
12_44.rda	12_44.rda	0.722854041822838	12	44	12_44.txt.match
12_45.rda	12_45.rda	0.724146172875599	12	45	12_45.txt.match
12_46.rda	12_46.rda	0.784883387512139	12	46	12_46.txt.match
12_48.rda	12_48.rda	0.791222439365775	12	48	12_48.txt.match
12_49.rda	12_49.rda	0.876417740910046	12	49	12_49.txt.match
12_50.rda	12_50.rda	0.792391293423344	12	50	12_50.txt.match
12_51.rda	12_51.rda	0.870369159426767	12	51	12_51.txt.match
12_52.rda	12_52.rda	0.844174445412518	12	52	12_52.txt.match
12_53.rda	12_53.rda	0.441304252479684	12	53	12_53.txt.match
12_54.rda	12_54.rda	0.299841396050484	12	54	12_54.txt.match
12_55.rda	12_55.rda	0.382849044308214	12	55	12_55.txt.match
12_56.rda	12_56.rda	0.204865376060379	12	56	12_56.txt.match
12_58.rda	12_58.rda	0.702225785258651	12	58	12_58.txt.match
12_59.rda	12_59.rda	0.968571662469511	12	59	12_59.txt.match
12_60.rda	12_60.rda	0.857495400102302	12	60	12_60.txt.match
12_62.rda	12_62.rda	0.840737287086936	12	62	12_62.txt.match
12_65.rda	12_65.rda	0.965911970145129	12	65	12_65.txt.match
12_66.rda	12_66.rda	0.926807706697688	12	66	12_66.txt.match
12_67.rda	12_67.rda	0.577387680675067	12	67	12_67.txt.match
12_68.rda	12_68.rda	0.70624242013852	12	68	12_68.txt.match
12_69.rda	12_69.rda	0.948535383338099	12	69	12_69.txt.match
13_14.rda	13_14.rda	0.682642832728266	13	14	13_14.txt.match
13_15.rda	13_15.rda	0.836166772386976	13	15	13_15.txt.match
13_16.rda	13_16.rda	0.655348800584463	13	16	13_16.txt.match
13_17.rda	13_17.rda	0.520159943433824	13	17	13_17.txt.match
13_18.rda	13_18.rda	0.604675766190225	13	18	13_18.txt.match
13_19.rda	13_19.rda	0.768652581335535	13	19	13_19.txt.match
13_20.rda	13_20.rda	0.415763476690762	13	20	13_20.txt.match
13_21.rda	13_21.rda	0.621546674435036	13	21	13_21.txt.match
13_22.rda	13_22.rda	0.384856057151663	13	22	13_22.txt.match
13_24.rda	13_24.rda	0.749590686319977	13	24	13_24.txt.match
13_25.rda	13_25.rda	0.765195545776522	13	25	13_25.txt.match
13_26.rda	13_26.rda	0.157371258514651	13	26	13_26.txt.match
13_27.rda	13_27.rda	0.156894059357454	13	27	13_27.txt.match
13_28.rda	13_28.rda	0.648632468923947	13	28	13_28.txt.match
13_30.rda	13_30.rda	0.650293042688151	13	30	13_30.txt.match
13_31.rda	13_31.rda	0.269007772990796	13	31	13_31.txt.match
13_32.rda	13_32.rda	0.173197012488228	13	32	13_32.txt.match
13_33.rda	13_33.rda	0.526763226404862	13	33	13_33.txt.match
13_34.rda	13_34.rda	0.816404511877311	13	34	13_34.txt.match
13_35.rda	13_35.rda	0.745748058482806	13	35	13_35.txt.match
13_36.rda	13_36.rda	0.471481965106858	13	36	13_36.txt.match
13_37.rda	13_37.rda	0.548622020350801	13	37	13_37.txt.match
13_38.rda	13_38.rda	0.0316147883609648	13	38	13_38.txt.match
13_39.rda	13_39.rda	0.209246224175715	13	39	13_39.txt.match
13_41.rda	13_41.rda	0.590124297140299	13	41	13_41.txt.match
13_42.rda	13_42.rda	0.0925661897625073	13	42	13_42.txt.match
13_43.rda	13_43.rda	0.212439714614875	13	43	13_43.txt.match
13_44.rda	13_44.rda	0.651456111225537	13	44	13_44.txt.match
13_45.rda	13_45.rda	0.568196670154666	13	45	13_45.txt.match
13_46.rda	13_46.rda	0.701909580845154	13	46	13_46.txt.match
13_48.rda	13_48.rda	0.469573538502847	13	48	13_48.txt.match
13_49.rda	13_49.rda	0.621605732007837	13	49	13_49.txt.match
13_50.rda	13_50.rda	0.606426922325798	13	50	13_50.txt.match
13_51.rda	13_51.rda	0.605612871664331	13	51	13_51.txt.match
13_52.rda	13_52.rda	0.617278381013053	13	52	13_52.txt.match
13_53.rda	13_53.rda	0.323441871627333	13	53	13_53.txt.match
13_54.rda	13_54.rda	0.10816997415025	13	54	13_54.txt.match
13_55.rda	13_55.rda	0.157048635776282	13	55	13_55.txt.match
13_56.rda	13_56.rda	0.289600481958254	13	56	13_56.txt.match
13_58.rda	13_58.rda	0.375237551512253	13	58	13_58.txt.match
13_59.rda	13_59.rda	0.91362751673526	13	59	13_59.txt.match
13_60.rda	13_60.rda	0.793825049510128	13	60	13_60.txt.match
13_62.rda	13_62.rda	0.673371400092143	13	62	13_62.txt.match
13_65.rda	13_65.rda	0.947762414127498	13	65	13_65.txt.match
13_66.rda	13_66.rda	0.86063696835312	13	66	13_66.txt.match
13_67.rda	13_67.rda	0.150697099014901	13	67	13_67.txt.match
13_68.rda	13_68.rda	0.669215588162143	13	68	13_68.txt.match
13_69.rda	13_69.rda	0.945751010658061	13	69	13_69.txt.match
14_15.rda	14_15.rda	0.890546919309916	14	15	14_15.txt.match
14_16.rda	14_16.rda	0.908845285991968	14	16	14_16.txt.match
14_17.rda	14_17.rda	0.295138962414388	14	17	14_17.txt.match
14_18.rda	14_18.rda	0.915474232737125	14	18	14_18.txt.match
14_19.rda	14_19.rda	0.960585059554578	14	19	14_19.txt.match
14_20.rda	14_20.rda	0.739338914225488	14	20	14_20.txt.match
14_21.rda	14_21.rda	0.119867702597569	14	21	14_21.txt.match
14_22.rda	14_22.rda	0.272033351879774	14	22	14_22.txt.match
14_24.rda	14_24.rda	0.933610240086303	14	24	14_24.txt.match
14_25.rda	14_25.rda	0.937701389619442	14	25	14_25.txt.match
14_26.rda	14_26.rda	0.478684423638037	14	26	14_26.txt.match
14_27.rda	14_27.rda	0.515455265412163	14	27	14_27.txt.match
14_28.rda	14_28.rda	0.909709470524305	14	28	14_28.txt.match
14_30.rda	14_30.rda	0.30178293535171	14	30	14_30.txt.match
14_31.rda	14_31.rda	0.714892351271241	14	31	14_31.txt.match
14_32.rda	14_32.rda	0.662747281250414	14	32	14_32.txt.match
14_33.rda	14_33.rda	0.91243082184618	14	33	14_33.txt.match
14_34.rda	14_34.rda	0.999999173138551	14	34	14_34.txt.match
14_35.rda	14_35.rda	0.95733066474042	14	35	14_35.txt.match
14_36.rda	14_36.rda	0.880708218946507	14	36	14_36.txt.match
14_37.rda	14_37.rda	0.773001925016072	14	37	14_37.txt.match
14_38.rda	14_38.rda	0.683304455834909	14	38	14_38.txt.match
14_39.rda	14_39.rda	0.561781043716424	14	39	14_39.txt.match
14_41.rda	14_41.rda	0.815449306441472	14	41	14_41.txt.match
14_42.rda	14_42.rda	0.647769410498544	14	42	14_42.txt.match
14_43.rda	14_43.rda	0.568134536929881	14	43	14_43.txt.match
14_44.rda	14_44.rda	0.115988194576444	14	44	14_44.txt.match
14_45.rda	14_45.rda	0.85364582672392	14	45	14_45.txt.match
14_46.rda	14_46.rda	0.882035025562646	14	46	14_46.txt.match
14_48.rda	14_48.rda	0.910131296399397	14	48	14_48.txt.match
14_49.rda	14_49.rda	0.934992172914573	14	49	14_49.txt.match
14_50.rda	14_50.rda	0.932284991236148	14	50	14_50.txt.match
14_51.rda	14_51.rda	0.934963235890685	14	51	14_51.txt.match
14_52.rda	14_52.rda	0.92934592254346	14	52	14_52.txt.match
14_53.rda	14_53.rda	0.337388931531198	14	53	14_53.txt.match
14_54.rda	14_54.rda	0.625072505526457	14	54	14_54.txt.match
14_55.rda	14_55.rda	0.683136659701908	14	55	14_55.txt.match
14_56.rda	14_56.rda	0.611267159442046	14	56	14_56.txt.match
14_58.rda	14_58.rda	0.645202630216358	14	58	14_58.txt.match
14_59.rda	14_59.rda	0.889549040569473	14	59	14_59.txt.match
14_60.rda	14_60.rda	0.808830771804479	14	60	14_60.txt.match
14_62.rda	14_62.rda	0.933586548845749	14	62	14_62.txt.match
14_65.rda	14_65.rda	0.958892257457658	14	65	14_65.txt.match
14_66.rda	14_66.rda	0.908998493439142	14	66	14_66.txt.match
14_67.rda	14_67.rda	0.763374970007263	14	67	14_67.txt.match
14_68.rda	14_68.rda	0.0734695744948223	14	68	14_68.txt.match
14_69.rda	14_69.rda	0.962125999764693	14	69	14_69.txt.match
15_16.rda	15_16.rda	0.945646075650427	15	16	15_16.txt.match
15_17.rda	15_17.rda	0.880764962910714	15	17	15_17.txt.match
15_18.rda	15_18.rda	0.935321507048185	15	18	15_18.txt.match
15_19.rda	15_19.rda	0.999999924952979	15	19	15_19.txt.match
15_20.rda	15_20.rda	0.832410022546804	15	20	15_20.txt.match
15_21.rda	15_21.rda	0.891844210605239	15	21	15_21.txt.match
15_22.rda	15_22.rda	0.85744294993278	15	22	15_22.txt.match
15_24.rda	15_24.rda	0.942200395455322	15	24	15_24.txt.match
15_25.rda	15_25.rda	0.999999736034784	15	25	15_25.txt.match
15_26.rda	15_26.rda	0.832975070907268	15	26	15_26.txt.match
15_27.rda	15_27.rda	0.808014776762488	15	27	15_27.txt.match
15_28.rda	15_28.rda	0.999999983595002	15	28	15_28.txt.match
15_30.rda	15_30.rda	0.888138157017451	15	30	15_30.txt.match
15_31.rda	15_31.rda	0.852657900186497	15	31	15_31.txt.match
15_32.rda	15_32.rda	0.803218598021038	15	32	15_32.txt.match
15_33.rda	15_33.rda	0.937702629886588	15	33	15_33.txt.match
15_34.rda	15_34.rda	0.999999996228973	15	34	15_34.txt.match
15_35.rda	15_35.rda	0.999999993659572	15	35	15_35.txt.match
15_36.rda	15_36.rda	0.925890699282661	15	36	15_36.txt.match
15_37.rda	15_37.rda	0.514101155317233	15	37	15_37.txt.match
15_38.rda	15_38.rda	0.815968861008967	15	38	15_38.txt.match
15_39.rda	15_39.rda	0.843498100610879	15	39	15_39.txt.match
15_41.rda	15_41.rda	0.883948214183633	15	41	15_41.txt.match
15_42.rda	15_42.rda	0.832255894624812	15	42	15_42.txt.match
15_43.rda	15_43.rda	0.819805480745735	15	43	15_43.txt.match
15_44.rda	15_44.rda	0.876461647410341	15	44	15_44.txt.match
15_45.rda	15_45.rda	0.919276491015777	15	45	15_45.txt.match
15_46.rda	15_46.rda	0.906252729577692	15	46	15_46.txt.match
15_48.rda	15_48.rda	0.966230074373595	15	48	15_48.txt.match
15_49.rda	15_49.rda	0.99999994938363	15	49	15_49.txt.match
15_50.rda	15_50.rda	0.973115020799116	15	50	15_50.txt.match
15_51.rda	15_51.rda	0.999999993401873	15	51	15_51.txt.match
15_52.rda	15_52.rda	0.999999959613478	15	52	15_52.txt.match
15_53.rda	15_53.rda	0.83463056896243	15	53	15_53.txt.match
15_54.rda	15_54.rda	0.846185092439565	15	54	15_54.txt.match
15_55.rda	15_55.rda	0.810667076599215	15	55	15_55.txt.match
15_56.rda	15_56.rda	0.766145242561242	15	56	15_56.txt.match
15_58.rda	15_58.rda	0.859448256801905	15	58	15_58.txt.match
15_59.rda	15_59.rda	0.999999966544547	15	59	15_59.txt.match
15_60.rda	15_60.rda	0.999999922607333	15	60	15_60.txt.match
15_62.rda	15_62.rda	0.999999982151383	15	62	15_62.txt.match
15_65.rda	15_65.rda	0.999999211503348	15	65	15_65.txt.match
15_66.rda	15_66.rda	0.940048430893183	15	66	15_66.txt.match
15_67.rda	15_67.rda	0.843610216596265	15	67	15_67.txt.match
15_68.rda	15_68.rda	0.903576650691103	15	68	15_68.txt.match
