core	outsider	nonsep	gene.name
373	36	1	8	5X98994
374	29	1	15	5X99348
375	30	1	14	5X100218
376	32	1	12	5X100313
377	34	1	10	5X100763
378	25	1	19	5X100968
379	20	1	24	5X101014
380	31	1	13	5X101150
381	19	1	25	5X102238
382	25	1	19	5X102591
383	33	1	11	5X102870
384	23	1	21	5X103025
385	30	1	14	5X103155
386	25	1	19	5X103527
387	22	1	22	5X103647
388	34	1	10	5X103773
389	34	1	10	5X103854
390	37	1	7	5X104451
391	29	1	15	5X104628
392	35	1	9	5X105309
393	23	1	21	5X105344
394	30	1	14	5X105976
395	30	1	14	5X106012
396	36	1	8	5X106040
397	35	1	9	5X106187
398	35	1	9	5X106194
399	34	1	10	5X106339
400	34	1	10	5X106650
401	30	1	14	5X107155
402	37	1	7	5X108111
403	37	1	7	5X108739
404	24	1	20	5X108741
405	29	1	15	5X109630
406	19	1	25	5X110436
407	18	1	26	5X110512
408	27	1	17	5X110647
409	19	1	25	5X110818
410	27	1	17	5X110964
411	22	1	22	5X111441
412	33	1	11	5X111474
413	34	1	10	5X111494
414	31	1	13	5X111765
415	28	1	16	5X112026
416	26	1	18	5X112126
417	20	1	24	5X112272
418	31	1	13	5X112847
419	31	1	13	5X113149
420	25	1	19	5X113161
421	34	1	10	5X113236
422	34	1	10	5X113937
423	34	1	10	5X113994
424	36	1	8	5X114677
425	37	1	7	5X114826
426	22	1	22	5X115691
427	31	1	13	5X115938
428	34	1	10	5X116119
429	30	1	14	5X117046
430	29	1	15	5X117117
431	27	1	17	5X117299
432	18	1	26	5X117379
433	23	1	21	5X117395
434	38	1	6	5X117714
435	30	1	14	5X119021
436	35	1	9	5X119360
437	21	1	23	5X119363
438	30	1	14	5X119745
439	34	1	10	5X119760
440	26	1	18	5X119826
441	32	1	12	5X119976
442	24	1	20	5X120046
443	34	1	10	5X120129
444	24	1	20	5X120302
445	25	1	19	5X120373
446	19	1	25	5X120385
447	36	1	8	5X120537
448	30	1	14	5X120626
449	33	1	11	5X120639
450	36	1	8	5X120732
451	34	1	10	5X120895
452	36	1	8	5X120909
453	32	1	12	5X121281
454	18	1	26	5X121410
455	28	1	16	5X121412
456	24	1	20	5X121532
457	31	1	13	5X121636
458	28	1	16	5X121994
459	32	1	12	5X122612
460	28	1	16	5X122707
461	32	1	12	5X122961
462	38	1	6	5X123033
463	17	1	27	5X123638
464	38	1	6	5X124553
465	25	1	19	5X125293
466	33	1	11	5X125676
467	30	1	14	5X125922
468	19	1	25	5X125957
469	23	1	21	5X126166
470	27	1	17	5X126427
471	28	1	16	5X126477
472	25	1	19	5X126479
473	20	1	24	5X126530
474	34	1	10	5X126937
475	20	1	24	5X126939
476	31	1	13	5X128229
477	34	1	10	5X128274
478	34	1	10	5X128394
479	36	1	8	5X128866
480	34	1	10	5X128876
481	37	1	7	5X128920
482	36	1	8	5X128945
483	34	1	10	5X129068
484	36	1	8	5X129147
485	36	1	8	5X129151
486	32	1	12	5X129158
487	32	1	12	5X129249
488	27	1	17	5X129453
489	29	1	15	5X129661
490	37	1	7	5X130974
491	20	1	24	5X131069
492	23	1	21	5X131271
493	31	1	13	5X131703
494	34	1	10	5X132728
495	19	1	25	5X132775
496	19	1	25	5X132844
497	25	1	19	5X132887
498	19	1	25	5X133078
499	31	1	13	5X133128
500	30	1	14	5X133230
501	29	1	15	5X133429
502	38	1	6	5X133509
503	35	1	9	5X134158
504	32	1	12	5X134409
505	35	1	9	5X134826
506	28	1	16	5X134844
507	37	1	7	5X137437
508	22	1	22	5X138427
509	35	1	9	5X139045
510	29	1	15	6X139444
511	33	1	11	6X139446
512	26	1	18	6X142239
513	30	1	14	6X142301
514	33	1	11	6X142575
515	34	1	10	6X147010
516	27	1	17	6X147618
517	32	1	12	6X147620
518	27	1	17	6X149433
519	28	1	16	6X149617
520	31	1	13	6X149784
521	30	1	14	6X150715
522	31	1	13	6X150809
523	33	1	11	6X150862
524	32	1	12	6X150878
525	30	1	14	6X157331
526	30	1	14	6X157596
527	27	1	17	6X157952
528	27	1	17	6X157978
529	28	1	16	6X158431
530	29	1	15	6X159903
531	34	1	10	6X161602
532	30	1	14	6X161603
533	35	1	9	6X161604
534	25	1	19	6X162917
535	32	1	12	6X163978
536	32	1	12	6X164365
537	34	1	10	6X164377
538	30	1	14	6X165056
539	28	1	16	6X166477
540	34	1	10	6X167348
541	33	1	11	6X167352
542	33	1	11	6X167354
543	27	1	17	6X167874
544	34	1	10	6X169739
545	32	1	12	6X170425
546	36	1	8	6X176883
547	31	1	13	6X176886
548	34	1	10	6X176892
549	27	1	17	6X177542
550	30	1	14	6X181215
551	35	1	9	6X183069
552	35	1	9	6X183074
553	28	1	16	6X184365
554	29	1	15	6X185783
555	28	1	16	6X186941
556	31	1	13	6X189197
557	23	1	21	6X190920
558	26	1	18	6X194922
559	33	1	11	6X197917
560	24	1	20	6X198330
561	33	1	11	6X198701
562	31	1	13	6X200475
563	35	1	9	6X201512
564	25	1	19	6X209178
565	28	1	16	6X215334
566	29	1	15	6X217030
567	31	1	13	6X217380
568	28	1	16	6X218788
569	25	1	19	6X220386
570	29	1	15	6X220389
571	28	1	16	6X221804
572	27	1	17	6X222015
573	32	1	12	6X222280
574	34	1	10	6X223019
575	26	1	18	6X226377
576	36	1	8	6X227357
577	31	1	13	6X227358
578	21	1	23	6X228082
579	26	1	18	6X229240
580	26	1	18	6X229629
581	27	1	17	6X230329
582	30	1	14	6X232183
583	26	1	18	6X235374
584	31	1	13	6X236014
585	24	1	20	6X236526
586	34	1	10	6X237663
587	34	1	10	6X237830
588	27	1	17	6X238783
589	34	1	10	6X239336
590	26	1	18	6X240188
591	33	1	11	6X240347
592	29	1	15	6X240629
593	33	1	11	6X240829
594	33	1	11	6X241233
595	30	1	14	6X241691
596	30	1	14	6X242384
597	28	1	16	6X242538
598	34	1	10	6X242743
599	28	1	16	6X243675
600	34	1	10	6X244770
601	25	1	19	6X245330
602	30	1	14	6X245332
603	29	1	15	6X246365
604	33	1	11	6X246769
605	24	1	20	7X249296
606	34	1	10	7X255511
607	32	1	12	7X257691
608	38	1	6	7X266508
609	40	1	4	7X272553
610	22	1	22	7X275655
611	37	1	7	7X276928
612	33	1	11	7X279303
613	36	1	8	7X280039
614	26	1	18	7X283740
615	34	1	10	7X287570
616	23	1	21	7X287572
617	32	1	12	7X288637
618	35	1	9	7X293757
619	33	1	11	7X300965
620	29	1	15	7X302804
621	33	1	11	7X304084
622	37	1	7	7X304736
623	27	1	17	7X305877
624	27	1	17	7X305908
625	30	1	14	7X306259
626	28	1	16	7X307183
627	21	1	23	7X315352
628	37	1	7	7X317612
629	30	1	14	7X318968
630	37	1	7	7X325436
631	31	1	13	7X326082
632	38	1	6	7X326411
633	33	1	11	7X334742
634	31	1	13	7X345529
635	31	1	13	7X347244
636	35	1	9	7X348965
637	33	1	11	7X354052
638	23	1	21	7X358464
639	32	1	12	7X362672
640	30	1	14	7X363616
641	36	1	8	7X377585
642	28	1	16	7X378130
643	29	1	15	7X380137
644	32	1	12	7X380141
645	31	1	13	7X391131
646	31	1	13	7X393942
647	35	1	9	7X400474
648	27	1	17	7X406685
649	24	1	20	7X420458
650	29	1	15	7X422707
651	27	1	17	7X425334
652	32	1	12	7X425347
653	33	1	11	7X430002
654	34	1	10	7X437287
655	37	1	7	7X437295
656	36	1	8	7X439610
657	36	1	8	7X439630
658	35	1	9	7X440678
659	36	1	8	7X446851
660	28	1	16	7X449952
661	25	1	19	7X451007
662	33	1	11	7X453942
663	20	1	24	7X454757
664	35	1	9	7X457392
665	35	1	9	7X468777
666	39	1	5	7X472189
667	31	1	13	7X477653
668	23	1	21	7X488121
669	40	1	4	7X491037
670	28	1	16	7X496304
671	29	1	15	7X496580
672	32	1	12	7X496582
673	33	1	11	7X497427
674	31	1	13	7X502375
675	34	1	10	7X503399
676	28	1	16	7X506097
677	22	1	22	7X516436
678	23	1	21	7X517744
679	31	1	13	7X521236
680	30	1	14	7X524920
681	20	1	24	7X537030
682	33	1	11	7X539388
683	30	1	14	7X545628
684	32	1	12	7X547436
685	38	1	6	7X553286
686	32	1	12	7X557606
687	31	1	13	7X562233
688	34	1	10	7X562460
689	31	1	13	7X562523
690	34	1	10	7X563341
691	34	1	10	7X573416
692	34	1	10	7X573506
693	32	1	12	7X581211
694	36	1	8	7X582385
695	31	1	13	7X583269
696	38	1	6	7X593633
697	37	1	7	7X598675
698	36	1	8	7X606004
699	34	1	10	7X607070
700	9	1	35	7X609729
701	24	1	20	7X611287
702	24	1	20	7X613296
703	33	1	11	7X617514
704	40	1	4	7X618928
705	37	1	7	7X619618
706	31	1	13	7X622219
707	29	1	15	7X627288
708	26	1	18	7X627504
709	30	1	14	7X629900
710	34	1	10	7X629903
711	40	1	4	7X630212
712	30	1	14	7X636592
713	33	1	11	7X637220
714	24	1	20	7X662737
715	32	1	12	7X669351
716	30	1	14	7X674422
717	34	1	10	7X680863
718	31	1	13	7X682159
719	28	1	16	7X685734
720	33	1	11	7X685912
721	29	1	15	7X689911
722	38	1	6	7X693899
723	29	1	15	7X703878
724	36	1	8	7X705994
725	40	1	4	7X708326
726	37	1	7	7X712897
727	34	1	10	7X717962
728	26	1	18	7X721148
729	33	1	11	7X721324
730	36	1	8	7X728590
731	34	1	10	7X735560
732	32	1	12	7X737187
733	39	1	5	7X737275
734	28	1	16	7X740035
735	39	1	5	7X740420
736	34	1	10	7X741196
737	27	1	17	7X741197
738	40	1	4	7X741510
739	32	1	12	7X744723
740	31	1	13	7X746422
741	27	1	17	7X747558
742	32	1	12	7X753798
743	36	1	8	7X754902
744	34	1	10	7X764359
745	23	1	21	7X765709
746	36	1	8	7X772728
747	35	1	9	7X773320
748	31	1	13	7X774153
749	39	1	5	7X776636
750	34	1	10	7X776701
751	33	1	11	7X777582
752	35	1	9	7X777856
753	38	1	6	7X778093
754	32	1	12	7X778096
755	29	1	15	7X779429
756	35	1	9	7X779434
757	22	1	22	7X787932
758	29	1	15	7X795092
759	40	1	4	7X798822
760	33	1	11	7X802120
761	32	1	12	7X802674
762	31	1	13	7X804532
763	34	1	10	7X804762
764	22	1	22	7X806731
765	35	1	9	7X807794
766	37	1	7	7X808149
767	27	1	17	7X813441
768	34	1	10	7X817948
769	31	1	13	7X824453
770	39	1	5	7X824604
771	39	1	5	7X824610
772	30	1	14	7X824631
773	32	1	12	7X827920
774	35	1	9	7X830984
775	34	1	10	7X833830
776	17	1	27	7X841094
777	23	1	21	7X850188
778	31	1	13	7X853048
779	29	1	15	7X853858
780	28	1	16	7X859292
781	28	1	16	7X867515
782	28	1	16	7X876008
783	25	1	19	7X876030
784	28	1	16	7X879508
785	28	1	16	7X885816
786	26	1	18	7X886546
787	22	1	22	7X892595
788	30	1	14	7X894501
789	26	1	18	7X897373
790	15	1	29	7X902050
791	35	1	9	7X902058
792	29	1	15	7X904940
793	40	1	4	7X910606
794	34	1	10	7X912717
795	37	1	7	7X917863
796	32	1	12	7X918741
797	39	1	5	7X920109
798	28	1	16	7X929513
799	24	1	20	7X932156
800	29	1	15	7X934742
801	29	1	15	7X935337
802	26	1	18	7X936538
803	32	1	12	7X942290
804	33	1	11	7X944888
805	35	1	9	7X946893
806	37	1	7	7X951307
807	39	1	5	7X951321
808	33	1	11	7X951471
809	35	1	9	7X951603
810	35	1	9	7X951628
811	31	1	13	7X951881
812	34	1	10	7X952924
813	32	1	12	8X953079
814	34	1	10	8X953134
815	31	1	13	8X953174
816	34	1	10	8X953249
817	30	1	14	8X953291
818	27	1	17	8X953377
819	26	1	18	8X953457
820	25	1	19	8X954626
821	25	1	19	8X955210
822	25	1	19	8X955380
823	26	1	18	8X955409
824	30	1	14	8X955742
825	31	1	13	8X955853
826	33	1	11	8X955961
827	33	1	11	8X955989
828	26	1	18	8X956286
829	24	1	20	8X956303
830	31	1	13	8X956435
831	28	1	16	8X956442
832	27	1	17	8X956545
833	27	1	17	8X956942
834	25	1	19	8X957068
835	27	1	17	8X957482
836	24	1	20	8X957769
837	30	1	14	8X957828
838	25	1	19	8X958085
839	23	1	21	8X958103
840	29	1	15	8X958458
841	26	1	18	8X958962
842	30	1	14	8X959141
843	29	1	15	8X959582
844	30	1	14	8X959708
845	32	1	12	8X960095
846	23	1	21	8X960177
847	33	1	11	8X960192
848	26	1	18	8X960784
849	32	1	12	8X960933
850	23	1	21	8X961543
851	26	1	18	8X961579
852	27	1	17	8X961700
853	32	1	12	8X961715
854	16	1	28	8X961841
855	28	1	16	8X961848
856	30	1	14	8X962031
857	29	1	15	8X962115
