file.name	rsquared
3_36.rda	3_36.rda	0.886124396687032
3_37.rda	3_37.rda	0.999999936025576
3_38.rda	3_38.rda	0.999999999982521
3_39.rda	3_39.rda	0.91799234525536
3_40.rda	3_40.rda	0.999998744444837
3_41.rda	3_41.rda	0.940316753871146
3_42.rda	3_42.rda	0.91188955932121
3_43.rda	3_43.rda	0.936035153218042
3_44.rda	3_44.rda	0.887416868358115
3_45.rda	3_45.rda	0.918906841887108
3_46.rda	3_46.rda	0.964160581689918
4_5.rda	4_5.rda	0.824135400479263
4_6.rda	4_6.rda	0.989271932962339
4_7.rda	4_7.rda	0.949131894513647
4_8.rda	4_8.rda	0.895417330245471
4_9.rda	4_9.rda	0.925816498306977
4_10.rda	4_10.rda	0.982069785884709
4_11.rda	4_11.rda	0.962439618251719
4_12.rda	4_12.rda	0.97154579935672
4_13.rda	4_13.rda	0.903326741408416
4_14.rda	4_14.rda	0.942010368478372
4_15.rda	4_15.rda	0.999999990948694
4_16.rda	4_16.rda	0.904483425061263
4_17.rda	4_17.rda	0.925689872745306
4_18.rda	4_18.rda	0.900925532594708
4_19.rda	4_19.rda	0.999999917353995
4_20.rda	4_20.rda	0.97639482964206
4_21.rda	4_21.rda	0.957288572498368
4_22.rda	4_22.rda	0.929840536727384
4_23.rda	4_23.rda	0.999999999980901
4_24.rda	4_24.rda	0.952038099717745
4_25.rda	4_25.rda	0.948591818518871
4_26.rda	4_26.rda	0.910315802469923
4_27.rda	4_27.rda	0.932795881381389
4_28.rda	4_28.rda	0.774986556912369
4_30.rda	4_30.rda	0.955738928967926
4_31.rda	4_31.rda	0.910018592654434
4_32.rda	4_32.rda	0.926338374197817
4_33.rda	4_33.rda	0.895922607722522
4_34.rda	4_34.rda	0.999999843411555
4_35.rda	4_35.rda	0.93548463806142
4_36.rda	4_36.rda	0.886311624409406
4_37.rda	4_37.rda	0.999999995581809
4_38.rda	4_38.rda	0.999999999981129
4_39.rda	4_39.rda	0.9111661208101
4_40.rda	4_40.rda	0.999999821005886
4_41.rda	4_41.rda	0.931431935114185
4_42.rda	4_42.rda	0.899770926273797
4_43.rda	4_43.rda	0.93263761186395
4_44.rda	4_44.rda	0.901940026531059
4_45.rda	4_45.rda	0.899405542761568
4_46.rda	4_46.rda	0.958853657173098
5_6.rda	5_6.rda	0.916778488773054
5_7.rda	5_7.rda	0.8643674180507
5_8.rda	5_8.rda	0.482503717368292
5_9.rda	5_9.rda	0.723743795531989
5_10.rda	5_10.rda	0.702050172509874
5_11.rda	5_11.rda	0.738846348985329
5_12.rda	5_12.rda	0.697460951979503
5_13.rda	5_13.rda	0.483362303610968
5_14.rda	5_14.rda	0.863015586421959
5_15.rda	5_15.rda	0.81077453580134
5_16.rda	5_16.rda	0.435626125245736
5_17.rda	5_17.rda	0.827414924123517
5_18.rda	5_18.rda	0.335917236412131
5_19.rda	5_19.rda	0.564777421424867
5_20.rda	5_20.rda	0.745577082996229
5_21.rda	5_21.rda	0.84490402714659
5_22.rda	5_22.rda	0.740032362453712
5_23.rda	5_23.rda	0.99999999997094
5_24.rda	5_24.rda	0.53848411968623
5_25.rda	5_25.rda	0.561806080897802
5_26.rda	5_26.rda	0.626450284264758
5_27.rda	5_27.rda	0.617694071496407
5_28.rda	5_28.rda	0.151971049215841
5_30.rda	5_30.rda	0.878541238805936
5_31.rda	5_31.rda	0.512213013245667
5_32.rda	5_32.rda	0.617745504596218
5_33.rda	5_33.rda	0.118620301602158
5_34.rda	5_34.rda	0.813805824429306
5_35.rda	5_35.rda	0.696464527527523
5_36.rda	5_36.rda	0.0685566759835325
5_37.rda	5_37.rda	0.865884422649636
5_38.rda	5_38.rda	0.999999999971119
5_39.rda	5_39.rda	0.646933392545397
5_40.rda	5_40.rda	0.743367567310289
5_41.rda	5_41.rda	0.836585609194684
5_42.rda	5_42.rda	0.513118017543882
5_43.rda	5_43.rda	0.677600888002036
5_44.rda	5_44.rda	0.814659162395802
5_45.rda	5_45.rda	0.339099182438034
5_46.rda	5_46.rda	0.886340092257322
6_7.rda	6_7.rda	0.804961539273936
6_8.rda	6_8.rda	0.715947875968069
6_9.rda	6_9.rda	0.195160293067862
6_10.rda	6_10.rda	0.792454659438782
6_11.rda	6_11.rda	0.765819630485369
6_12.rda	6_12.rda	0.752969350498
6_13.rda	6_13.rda	0.679454435271592
6_14.rda	6_14.rda	0.0600209528149555
6_15.rda	6_15.rda	0.784795900401241
6_16.rda	6_16.rda	0.931662746852515
6_17.rda	6_17.rda	0.206931219635345
6_18.rda	6_18.rda	0.952008315050448
6_19.rda	6_19.rda	0.999999957528669
6_20.rda	6_20.rda	0.730490833931214
6_21.rda	6_21.rda	0.0632369279186767
6_22.rda	6_22.rda	0.229649969628708
6_23.rda	6_23.rda	0.999999999928521
6_24.rda	6_24.rda	0.967801771372068
6_25.rda	6_25.rda	0.999999917172252
6_26.rda	6_26.rda	0.468710442841376
6_27.rda	6_27.rda	0.485910796566674
6_28.rda	6_28.rda	0.933210359071207
6_30.rda	6_30.rda	0.246056762527346
6_31.rda	6_31.rda	0.693466438736003
6_32.rda	6_32.rda	0.567759134877416
6_33.rda	6_33.rda	0.928912768927887
6_34.rda	6_34.rda	0.999999999693437
6_35.rda	6_35.rda	0.999999966511464
6_36.rda	6_36.rda	0.920101864358938
6_37.rda	6_37.rda	0.847269401593847
6_38.rda	6_38.rda	0.999999999926863
6_39.rda	6_39.rda	0.646376830432228
6_40.rda	6_40.rda	0.484420828686527
6_41.rda	6_41.rda	0.743044726939418
6_42.rda	6_42.rda	0.60731555099816
6_43.rda	6_43.rda	0.631619335909381
6_44.rda	6_44.rda	0.123744182425706
6_45.rda	6_45.rda	0.890578342109613
6_46.rda	6_46.rda	0.816109129446752
7_8.rda	7_8.rda	0.596465362694947
7_9.rda	7_9.rda	0.7276136858428
7_10.rda	7_10.rda	0.757404402030023
7_11.rda	7_11.rda	0.695752423214659
7_12.rda	7_12.rda	0.755451406302168
7_13.rda	7_13.rda	0.63586935735379
7_14.rda	7_14.rda	0.854220691935337
7_15.rda	7_15.rda	0.755505800866534
7_16.rda	7_16.rda	0.89714700680246
7_17.rda	7_17.rda	0.797185223109563
7_18.rda	7_18.rda	0.865412579148421
7_19.rda	7_19.rda	0.905685512836886
7_20.rda	7_20.rda	0.743604844358578
7_21.rda	7_21.rda	0.822053439454155
7_22.rda	7_22.rda	0.728005499422355
7_23.rda	7_23.rda	0.99999999932059
7_24.rda	7_24.rda	0.90673511064744
7_25.rda	7_25.rda	0.91808481200459
7_26.rda	7_26.rda	0.680441484515187
7_27.rda	7_27.rda	0.68714064270349
7_28.rda	7_28.rda	0.881324176881299
7_30.rda	7_30.rda	0.85127929561331
7_31.rda	7_31.rda	0.738332034997233
7_32.rda	7_32.rda	0.708339329486025
7_33.rda	7_33.rda	0.869281841205757
7_34.rda	7_34.rda	0.92986314733279
7_35.rda	7_35.rda	0.893573293164521
7_36.rda	7_36.rda	0.852643845215224
7_37.rda	7_37.rda	0.769624437611922
7_38.rda	7_38.rda	0.999995451209209
7_39.rda	7_39.rda	0.726094596858157
7_40.rda	7_40.rda	0.543890350347371
7_41.rda	7_41.rda	0.0335598588639664
7_42.rda	7_42.rda	0.673304970776749
7_43.rda	7_43.rda	0.694514808812389
7_44.rda	7_44.rda	0.864610488283017
7_45.rda	7_45.rda	0.848577528533316
7_46.rda	7_46.rda	0.0564507520740165
8_9.rda	8_9.rda	0.366317929585006
8_10.rda	8_10.rda	0.331230878762061
8_11.rda	8_11.rda	0.254865702474707
8_12.rda	8_12.rda	0.407009403576736
8_13.rda	8_13.rda	0.0165455228205693
8_14.rda	8_14.rda	0.65425680404343
8_15.rda	8_15.rda	0.442653720439662
8_16.rda	8_16.rda	0.657670919583825
8_17.rda	8_17.rda	0.540784756208591
8_18.rda	8_18.rda	0.610754266949596
8_19.rda	8_19.rda	0.737827732894232
8_20.rda	8_20.rda	0.455673308570071
8_21.rda	8_21.rda	0.581475712077263
8_22.rda	8_22.rda	0.404883390795982
8_23.rda	8_23.rda	0.999999999855515
8_24.rda	8_24.rda	0.717841162042358
8_25.rda	8_25.rda	0.748975776100629
8_26.rda	8_26.rda	0.180949901454893
8_27.rda	8_27.rda	0.177554713022163
8_28.rda	8_28.rda	0.641610434097454
8_30.rda	8_30.rda	0.649088065060825
8_31.rda	8_31.rda	0.262200511496236
8_32.rda	8_32.rda	0.194588558624704
8_33.rda	8_33.rda	0.523350389435801
8_34.rda	8_34.rda	0.807350603444411
8_35.rda	8_35.rda	0.756907026788818
8_36.rda	8_36.rda	0.461514415846221
8_37.rda	8_37.rda	0.528105265512476
8_38.rda	8_38.rda	0.999999999855109
8_39.rda	8_39.rda	0.231767932105308
8_40.rda	8_40.rda	0.319819731740503
8_41.rda	8_41.rda	0.515483062222895
8_42.rda	8_42.rda	0.0760703104756223
8_43.rda	8_43.rda	0.224248008254904
8_44.rda	8_44.rda	0.633591081484584
8_45.rda	8_45.rda	0.555157685120229
8_46.rda	8_46.rda	0.640430546720326
9_10.rda	9_10.rda	0.447003190352063
9_11.rda	9_11.rda	0.407673224913553
9_12.rda	9_12.rda	0.446493833373856
9_13.rda	9_13.rda	0.337321959757194
9_14.rda	9_14.rda	0.261249697025488
9_15.rda	9_15.rda	0.487178708714544
9_16.rda	9_16.rda	0.801324950339116
9_17.rda	9_17.rda	0.144421610600744
9_18.rda	9_18.rda	0.809140893264218
9_19.rda	9_19.rda	0.859263721826454
9_20.rda	9_20.rda	0.42696512880303
9_21.rda	9_21.rda	0.146531299241166
9_22.rda	9_22.rda	0.0293018338593777
9_23.rda	9_23.rda	0.999999999690991
9_24.rda	9_24.rda	0.858473611975348
9_25.rda	9_25.rda	0.869038462782873
9_26.rda	9_26.rda	0.124369487539409
9_27.rda	9_27.rda	0.136389055739151
9_28.rda	9_28.rda	0.820960059135595
9_30.rda	9_30.rda	0.225238625582882
9_31.rda	9_31.rda	0.40238976939047
9_32.rda	9_32.rda	0.251853428006831
9_33.rda	9_33.rda	0.776347620855721
9_34.rda	9_34.rda	0.902661318399274
9_35.rda	9_35.rda	0.87309419192927
9_36.rda	9_36.rda	0.727091788882637
9_37.rda	9_37.rda	0.567778979287402
9_38.rda	9_38.rda	0.999999999699567
9_39.rda	9_39.rda	0.321242819577093
9_40.rda	9_40.rda	0.170232734493181
9_41.rda	9_41.rda	0.624488861105632
9_42.rda	9_42.rda	0.238703646623198
9_43.rda	9_43.rda	0.288067833598503
9_44.rda	9_44.rda	0.253055144361724
9_45.rda	9_45.rda	0.68805754246279
9_46.rda	9_46.rda	0.749499495157694
10_11.rda	10_11.rda	0.424461599028537
10_12.rda	10_12.rda	0.017775578046395
10_13.rda	10_13.rda	0.296624526994968
10_14.rda	10_14.rda	0.734246617021345
10_15.rda	10_15.rda	0.464158257429305
10_16.rda	10_16.rda	0.804175408155888
10_17.rda	10_17.rda	0.637305489241947
10_18.rda	10_18.rda	0.780983514716889
10_19.rda	10_19.rda	0.835894379781714
10_20.rda	10_20.rda	0.137259195507059
10_21.rda	10_21.rda	0.648888507680483
10_22.rda	10_22.rda	0.500932857808533
10_23.rda	10_23.rda	0.999999999832487
10_24.rda	10_24.rda	0.852241931918613
10_25.rda	10_25.rda	0.866168274534727
10_26.rda	10_26.rda	0.325130617616854
10_27.rda	10_27.rda	0.246810401559299
10_28.rda	10_28.rda	0.835483434411667
10_30.rda	10_30.rda	0.715084058438785
10_31.rda	10_31.rda	0.0596702830295339
10_32.rda	10_32.rda	0.105734171060162
10_33.rda	10_33.rda	0.769479537777054
10_34.rda	10_34.rda	0.92030698436451
10_35.rda	10_35.rda	0.930598891151778
10_36.rda	10_36.rda	0.712334363151724
10_37.rda	10_37.rda	0.521181447553857
10_38.rda	10_38.rda	0.999999999891671
10_39.rda	10_39.rda	0.440120594640013
10_40.rda	10_40.rda	0.374445743230141
10_41.rda	10_41.rda	0.72996727179617
10_42.rda	10_42.rda	0.245133458568221
10_43.rda	10_43.rda	0.362280961398262
10_44.rda	10_44.rda	0.712672129731767
10_45.rda	10_45.rda	0.697950022358511
10_46.rda	10_46.rda	0.79704771804188
11_12.rda	11_12.rda	0.463923080291064
11_13.rda	11_13.rda	0.209643592823309
11_14.rda	11_14.rda	0.607593998686383
11_15.rda	11_15.rda	0.455492786999096
11_16.rda	11_16.rda	0.774704307899472
11_17.rda	11_17.rda	0.524574658826415
11_18.rda	11_18.rda	0.78460926242096
11_19.rda	11_19.rda	0.861049573405093
11_20.rda	11_20.rda	0.571742595731045
11_21.rda	11_21.rda	0.61371468215405
11_22.rda	11_22.rda	0.487246881631013
11_23.rda	11_23.rda	0.999999999874815
11_24.rda	11_24.rda	0.836225533737937
11_25.rda	11_25.rda	0.851379864618276
11_26.rda	11_26.rda	0.294868096384967
11_27.rda	11_27.rda	0.318533644467229
11_28.rda	11_28.rda	0.823413464803339
11_30.rda	11_30.rda	0.659106018840327
11_31.rda	11_31.rda	0.418621721880798
11_32.rda	11_32.rda	0.34208112834282
11_33.rda	11_33.rda	0.797479813745937
11_34.rda	11_34.rda	0.947573357008361
11_35.rda	11_35.rda	0.942698957196728
11_36.rda	11_36.rda	0.721178518150842
11_37.rda	11_37.rda	0.469414665284481
11_38.rda	11_38.rda	0.999999999875444
11_39.rda	11_39.rda	0.0615383151772376
11_40.rda	11_40.rda	0.286645113320485
11_41.rda	11_41.rda	0.676621376166647
11_42.rda	11_42.rda	0.208267348692866
11_43.rda	11_43.rda	0.0562701869515748
11_44.rda	11_44.rda	0.551192570459261
11_45.rda	11_45.rda	0.678159705775121
11_46.rda	11_46.rda	0.740686112659802
12_13.rda	12_13.rda	0.340667740336859
12_14.rda	12_14.rda	0.718067496004531
12_15.rda	12_15.rda	0.539306748262665
12_16.rda	12_16.rda	0.793583707143326
12_17.rda	12_17.rda	0.632837847934426
12_18.rda	12_18.rda	0.793824203665335
12_19.rda	12_19.rda	0.868351212244072
12_20.rda	12_20.rda	0.0792858818184625
12_21.rda	12_21.rda	0.636330286751824
12_22.rda	12_22.rda	0.497945048706442
12_23.rda	12_23.rda	0.999999999662254
12_24.rda	12_24.rda	0.829330279678104
12_25.rda	12_25.rda	0.866254193582905
12_26.rda	12_26.rda	0.333901354965219
12_27.rda	12_27.rda	0.278109968595292
12_28.rda	12_28.rda	0.815424421310051
12_30.rda	12_30.rda	0.698581855031079
12_31.rda	12_31.rda	0.0639566720855764
12_32.rda	12_32.rda	0.121771877767769
12_33.rda	12_33.rda	0.752960484478198
12_34.rda	12_34.rda	0.91851750401162
12_35.rda	12_35.rda	0.866714179652016
12_36.rda	12_36.rda	0.711337976247504
12_37.rda	12_37.rda	0.600644155620346
12_38.rda	12_38.rda	0.999999999786691
12_39.rda	12_39.rda	0.512065620137749
12_40.rda	12_40.rda	0.41754174574702
12_41.rda	12_41.rda	0.7082658787344
12_42.rda	12_42.rda	0.291068653217076
12_43.rda	12_43.rda	0.432669652771963
12_44.rda	12_44.rda	0.726567364350075
12_45.rda	12_45.rda	0.711346338054832
12_46.rda	12_46.rda	0.780160241838661
13_14.rda	13_14.rda	0.647733902155673
13_15.rda	13_15.rda	0.411977266633394
13_16.rda	13_16.rda	0.657896483530032
13_17.rda	13_17.rda	0.523676591291111
13_18.rda	13_18.rda	0.602208293666946
13_19.rda	13_19.rda	0.742160736602353
13_20.rda	13_20.rda	0.412279793455833
13_21.rda	13_21.rda	0.564997337176371
13_22.rda	13_22.rda	0.360460207918954
13_23.rda	13_23.rda	0.999999999692223
13_24.rda	13_24.rda	0.746030254779044
13_25.rda	13_25.rda	0.756932969315337
13_26.rda	13_26.rda	0.144864785143862
13_27.rda	13_27.rda	0.134750663894781
13_28.rda	13_28.rda	0.663962253952647
13_30.rda	13_30.rda	0.632981879064713
13_31.rda	13_31.rda	0.247466881236157
13_32.rda	13_32.rda	0.162636503857603
13_33.rda	13_33.rda	0.520397853128837
13_34.rda	13_34.rda	0.804747798922982
13_35.rda	13_35.rda	0.752497344511001
13_36.rda	13_36.rda	0.459638517975618
13_37.rda	13_37.rda	0.518758527223204
13_38.rda	13_38.rda	0.999999990654175
13_39.rda	13_39.rda	0.183889144745814
13_40.rda	13_40.rda	0.245457477010513
13_41.rda	13_41.rda	0.566266703466343
13_42.rda	13_42.rda	0.0497537709181505
13_43.rda	13_43.rda	0.203069083557391
13_44.rda	13_44.rda	0.623004591945296
13_45.rda	13_45.rda	0.56076372218373
13_46.rda	13_46.rda	0.682774052416855
14_15.rda	14_15.rda	0.674999142770324
14_16.rda	14_16.rda	0.897558365525326
14_17.rda	14_17.rda	0.27511851667596
14_18.rda	14_18.rda	0.897627061451484
14_19.rda	14_19.rda	0.945593476335298
14_20.rda	14_20.rda	0.709475545187326
14_21.rda	14_21.rda	0.0761672951640103
14_22.rda	14_22.rda	0.23450017222654
14_23.rda	14_23.rda	0.999999663265386
14_24.rda	14_24.rda	0.922400950822819
14_25.rda	14_25.rda	0.936492753664532
14_26.rda	14_26.rda	0.439467890012024
14_27.rda	14_27.rda	0.481599986965224
14_28.rda	14_28.rda	0.885433039963923
14_30.rda	14_30.rda	0.274425300814551
14_31.rda	14_31.rda	0.681482978443552
14_32.rda	14_32.rda	0.615041262179051
14_33.rda	14_33.rda	0.887640868255353
14_34.rda	14_34.rda	0.969373008052722
14_35.rda	14_35.rda	0.948491475490012
14_36.rda	14_36.rda	0.866340974131125
14_37.rda	14_37.rda	0.742749380088929
14_38.rda	14_38.rda	0.999999996392669
14_39.rda	14_39.rda	0.500348459492036
14_40.rda	14_40.rda	0.378767257713705
14_41.rda	14_41.rda	0.778397100065576
14_42.rda	14_42.rda	0.575384973938778
14_43.rda	14_43.rda	0.532956713393566
14_44.rda	14_44.rda	0.124341749602637
14_45.rda	14_45.rda	0.821146310669816
14_46.rda	14_46.rda	0.861541369410647
15_16.rda	15_16.rda	0.824388453403666
15_17.rda	15_17.rda	0.642110346153858
15_18.rda	15_18.rda	0.816975622341536
15_19.rda	15_19.rda	0.860696296608191
15_20.rda	15_20.rda	0.586984918067451
15_21.rda	15_21.rda	0.662042527931127
15_22.rda	15_22.rda	0.585645513530555
15_23.rda	15_23.rda	0.999999999980237
15_24.rda	15_24.rda	0.837223664351872
15_25.rda	15_25.rda	0.891110852574486
15_26.rda	15_26.rda	0.452640761143744
15_27.rda	15_27.rda	0.4332592548968
15_28.rda	15_28.rda	0.906861604855004
15_30.rda	15_30.rda	0.695487320987277
15_31.rda	15_31.rda	0.500717713470527
15_32.rda	15_32.rda	0.402879211721055
15_33.rda	15_33.rda	0.856726136151873
15_34.rda	15_34.rda	0.99999999629949
15_35.rda	15_35.rda	0.999999373938678
15_36.rda	15_36.rda	0.802842961095542
15_37.rda	15_37.rda	0.00477991551122137
15_38.rda	15_38.rda	0.99999999998018
15_39.rda	15_39.rda	0.442769628290205
15_40.rda	15_40.rda	0.509121183540259
15_41.rda	15_41.rda	0.728519603790245
15_42.rda	15_42.rda	0.411894790291884
15_43.rda	15_43.rda	0.419660697005606
15_44.rda	15_44.rda	0.623979406424482
15_45.rda	15_45.rda	0.687394511751513
15_46.rda	15_46.rda	0.775362947920927
16_17.rda	16_17.rda	0.864864514509002
16_18.rda	16_18.rda	0.0691904050200048
16_19.rda	16_19.rda	0.2894997969151
16_20.rda	16_20.rda	0.830647074294143
16_21.rda	16_21.rda	0.88499531189042
16_22.rda	16_22.rda	0.811390101203072
16_23.rda	16_23.rda	0.999999999988042
16_24.rda	16_24.rda	0.221339095819989
16_25.rda	16_25.rda	0.0320131102826526
16_26.rda	16_26.rda	0.758711951942064
16_27.rda	16_27.rda	0.739993385759026
16_28.rda	16_28.rda	0.593337583699096
16_30.rda	16_30.rda	0.891038276216895
16_31.rda	16_31.rda	0.667060234722474
16_32.rda	16_32.rda	0.738224306668956
16_33.rda	16_33.rda	0.291759827940216
16_34.rda	16_34.rda	0.797742993123804
16_35.rda	16_35.rda	0.761454326776829
16_36.rda	16_36.rda	0.354045009267135
16_37.rda	16_37.rda	0.851789884968698
16_38.rda	16_38.rda	0.99999999998812
16_39.rda	16_39.rda	0.744006644537263
16_40.rda	16_40.rda	0.771368802606492
16_41.rda	16_41.rda	0.884565256522866
16_42.rda	16_42.rda	0.670492200441893
16_43.rda	16_43.rda	0.733977249578257
16_44.rda	16_44.rda	0.84529890250989
16_45.rda	16_45.rda	0.121139160158559
16_46.rda	16_46.rda	0.906728674895687
17_18.rda	17_18.rda	0.889808452326669
17_19.rda	17_19.rda	0.924857395113257
17_20.rda	17_20.rda	0.603171662122507
17_21.rda	17_21.rda	0.240377908270693
17_22.rda	17_22.rda	0.09468574398792
17_23.rda	17_23.rda	0.999999972741963
17_24.rda	17_24.rda	0.91437703635705
17_25.rda	17_25.rda	0.912172084737236
17_26.rda	17_26.rda	0.250380789015616
17_27.rda	17_27.rda	0.32028430464765
17_28.rda	17_28.rda	0.864517678858782
17_30.rda	17_30.rda	0.175122834326957
17_31.rda	17_31.rda	0.579663872113808
17_32.rda	17_32.rda	0.467460579111359
17_33.rda	17_33.rda	0.865872915752738
17_34.rda	17_34.rda	0.999978255887644
17_35.rda	17_35.rda	0.911889957636912
17_36.rda	17_36.rda	0.837588168402335
17_37.rda	17_37.rda	0.733435276253442
17_38.rda	17_38.rda	0.999999529801934
17_39.rda	17_39.rda	0.407150109322849
17_40.rda	17_40.rda	0.273908698288238
17_41.rda	17_41.rda	0.707652459447437
17_42.rda	17_42.rda	0.432226446251581
17_43.rda	17_43.rda	0.400222030042733
17_44.rda	17_44.rda	0.217465149179547
17_45.rda	17_45.rda	0.794779474091568
17_46.rda	17_46.rda	0.803570343516233
18_19.rda	18_19.rda	0.227152150160681
18_20.rda	18_20.rda	0.812299436738005
18_21.rda	18_21.rda	0.888711828064615
18_22.rda	18_22.rda	0.824608908825579
18_23.rda	18_23.rda	0.99999999999009
18_24.rda	18_24.rda	0.170822455082005
18_25.rda	18_25.rda	0.0944031469363509
18_26.rda	18_26.rda	0.748881399113175
18_27.rda	18_27.rda	0.713528697106901
18_28.rda	18_28.rda	0.601753193253873
18_30.rda	18_30.rda	0.916334130350373
18_31.rda	18_31.rda	0.618197397368496
18_32.rda	18_32.rda	0.731968087495956
18_33.rda	18_33.rda	0.229104807575609
18_34.rda	18_34.rda	0.851548668979842
18_35.rda	18_35.rda	0.729413711736946
18_36.rda	18_36.rda	0.286311099901877
18_37.rda	18_37.rda	0.844346762763642
18_38.rda	18_38.rda	0.999999999988536
18_39.rda	18_39.rda	0.737192260624455
18_40.rda	18_40.rda	0.794009685412338
