file.name	rsquared
18_41.rda	18_41.rda	0.862776241290111
18_42.rda	18_42.rda	0.615162057272352
18_43.rda	18_43.rda	0.739865481683864
18_44.rda	18_44.rda	0.866628609563763
18_45.rda	18_45.rda	0.0584755623432213
18_46.rda	18_46.rda	0.903006986214764
19_20.rda	19_20.rda	0.8830155843148
19_21.rda	19_21.rda	0.918057774954415
19_22.rda	19_22.rda	0.869727720826167
19_23.rda	19_23.rda	0.999999999988638
19_24.rda	19_24.rda	0.0245133854347087
19_25.rda	19_25.rda	0.325054803253985
19_26.rda	19_26.rda	0.827063353862399
19_27.rda	19_27.rda	0.795747920384276
19_28.rda	19_28.rda	0.749472883964594
19_30.rda	19_30.rda	0.931396112151284
19_31.rda	19_31.rda	0.716785054668217
19_32.rda	19_32.rda	0.790981050083302
19_33.rda	19_33.rda	0.462671188062034
19_34.rda	19_34.rda	0.999999988278429
19_35.rda	19_35.rda	0.860065293755142
19_36.rda	19_36.rda	0.514878944820236
19_37.rda	19_37.rda	0.898737501944698
19_38.rda	19_38.rda	0.99999999998775
19_39.rda	19_39.rda	0.814207285978081
19_40.rda	19_40.rda	0.837921393543154
19_41.rda	19_41.rda	0.908010932374518
19_42.rda	19_42.rda	0.723567102551671
19_43.rda	19_43.rda	0.823373690748066
19_44.rda	19_44.rda	0.888039633431253
19_45.rda	19_45.rda	0.213761536931469
19_46.rda	19_46.rda	0.937425317880938
20_21.rda	20_21.rda	0.606455109237712
20_22.rda	20_22.rda	0.497603733564142
20_23.rda	20_23.rda	0.999999999910398
20_24.rda	20_24.rda	0.875711607192921
20_25.rda	20_25.rda	0.887681844899488
20_26.rda	20_26.rda	0.323037714290332
20_27.rda	20_27.rda	0.269964869250892
20_28.rda	20_28.rda	0.838676023134227
20_30.rda	20_30.rda	0.686801205867463
20_31.rda	20_31.rda	0.0921152452424638
20_32.rda	20_32.rda	0.118453420994714
20_33.rda	20_33.rda	0.799178260089838
20_34.rda	20_34.rda	0.923807476162443
20_35.rda	20_35.rda	0.874987294092272
20_36.rda	20_36.rda	0.746543527325537
20_37.rda	20_37.rda	0.634509552129364
20_38.rda	20_38.rda	0.999999999910426
20_39.rda	20_39.rda	0.595259935878891
20_40.rda	20_40.rda	0.413922025406232
20_41.rda	20_41.rda	0.703771041045347
20_42.rda	20_42.rda	0.357429293459663
20_43.rda	20_43.rda	0.483167166580536
20_44.rda	20_44.rda	0.723877799386927
20_45.rda	20_45.rda	0.763177099837399
20_46.rda	20_46.rda	0.76240073136883
21_22.rda	21_22.rda	0.146317702046559
21_23.rda	21_23.rda	0.999999999670331
21_24.rda	21_24.rda	0.919634687696862
21_25.rda	21_25.rda	0.921192230962669
21_26.rda	21_26.rda	0.364514600621333
21_27.rda	21_27.rda	0.376791298337941
21_28.rda	21_28.rda	0.887703659456293
21_30.rda	21_30.rda	0.26915261435165
21_31.rda	21_31.rda	0.622771505917907
21_32.rda	21_32.rda	0.494213769952018
21_33.rda	21_33.rda	0.887343415567368
21_34.rda	21_34.rda	0.938640471399575
21_35.rda	21_35.rda	0.912004371108533
21_36.rda	21_36.rda	0.848869278423902
21_37.rda	21_37.rda	0.708723830255279
21_38.rda	21_38.rda	0.999999999671679
21_39.rda	21_39.rda	0.539356381925916
21_40.rda	21_40.rda	0.332024991748297
21_41.rda	21_41.rda	0.740252626249117
21_42.rda	21_42.rda	0.47814453450326
21_43.rda	21_43.rda	0.492647830922847
21_44.rda	21_44.rda	0.161063800087585
21_45.rda	21_45.rda	0.804979936929958
21_46.rda	21_46.rda	0.838107540741845
22_23.rda	22_23.rda	0.999999999507337
22_24.rda	22_24.rda	0.861535926259442
22_25.rda	22_25.rda	0.877918731387302
22_26.rda	22_26.rda	0.138087110889709
22_27.rda	22_27.rda	0.172346311454891
22_28.rda	22_28.rda	0.833927024967204
22_30.rda	22_30.rda	0.16004072015018
22_31.rda	22_31.rda	0.420039027564679
22_32.rda	22_32.rda	0.302974349622939
22_33.rda	22_33.rda	0.793126990302155
22_34.rda	22_34.rda	0.999998172148951
22_35.rda	22_35.rda	0.878671166297288
22_36.rda	22_36.rda	0.738962412444118
22_37.rda	22_37.rda	0.648799915132029
22_38.rda	22_38.rda	0.999999999450997
22_39.rda	22_39.rda	0.356446580829922
22_40.rda	22_40.rda	0.230939803914005
22_41.rda	22_41.rda	0.636488414698746
22_42.rda	22_42.rda	0.274671051390886
22_43.rda	22_43.rda	0.332811863395966
22_44.rda	22_44.rda	0.191768200491245
22_45.rda	22_45.rda	0.710401545831572
22_46.rda	22_46.rda	0.751613224228617
23_24.rda	23_24.rda	0.999999999989956
23_25.rda	23_25.rda	0.999999999986074
23_26.rda	23_26.rda	0.999998338117375
23_27.rda	23_27.rda	0.999999999874665
23_28.rda	23_28.rda	0.999999999982105
23_30.rda	23_30.rda	0.999999999690281
23_31.rda	23_31.rda	0.999999999796013
23_32.rda	23_32.rda	0.999999999121644
23_33.rda	23_33.rda	0.999999999983027
23_34.rda	23_34.rda	0.999999999983188
23_35.rda	23_35.rda	0.999999999983138
23_36.rda	23_36.rda	0.999999999985823
23_37.rda	23_37.rda	0.999999999978368
23_38.rda	23_38.rda	0
23_39.rda	23_39.rda	0.99999999933133
23_40.rda	23_40.rda	0.999999999298122
23_41.rda	23_41.rda	0.999999999715521
23_42.rda	23_42.rda	0.999999999821375
23_43.rda	23_43.rda	0.999999999949304
23_44.rda	23_44.rda	0.999998260857752
23_45.rda	23_45.rda	0.999999999961877
23_46.rda	23_46.rda	0.999999998643977
24_25.rda	24_25.rda	0.218397213258221
24_26.rda	24_26.rda	0.801430747714348
24_27.rda	24_27.rda	0.787961668889664
24_28.rda	24_28.rda	0.723047190167406
24_30.rda	24_30.rda	0.933710751635436
24_31.rda	24_31.rda	0.707268077334932
24_32.rda	24_32.rda	0.800378506321818
24_33.rda	24_33.rda	0.374010239351298
24_34.rda	24_34.rda	0.905692706408282
24_35.rda	24_35.rda	0.820491224674913
24_36.rda	24_36.rda	0.447520778151659
24_37.rda	24_37.rda	0.888713785661893
24_38.rda	24_38.rda	0.999999999990646
24_39.rda	24_39.rda	0.807811301187805
24_40.rda	24_40.rda	0.828839669795098
24_41.rda	24_41.rda	0.916717493797189
24_42.rda	24_42.rda	0.706086414808725
24_43.rda	24_43.rda	0.797104266994998
24_44.rda	24_44.rda	0.903056117663331
24_45.rda	24_45.rda	0.161890726911395
24_46.rda	24_46.rda	0.934243321424547
25_26.rda	25_26.rda	0.830717273151868
25_27.rda	25_27.rda	0.811886322467279
25_28.rda	25_28.rda	0.679370457555334
25_30.rda	25_30.rda	0.935522850637682
25_31.rda	25_31.rda	0.728009709291178
25_32.rda	25_32.rda	0.823544576796201
25_33.rda	25_33.rda	0.438592137109557
25_34.rda	25_34.rda	0.857852047447427
25_35.rda	25_35.rda	0.804291846078701
25_36.rda	25_36.rda	0.493138333144927
25_37.rda	25_37.rda	0.916422909998638
25_38.rda	25_38.rda	0.999999999986022
25_39.rda	25_39.rda	0.810618990103745
25_40.rda	25_40.rda	0.858402275874583
25_41.rda	25_41.rda	0.915820588125272
25_42.rda	25_42.rda	0.747820750185809
25_43.rda	25_43.rda	0.809173792802103
25_44.rda	25_44.rda	0.891832034142723
25_45.rda	25_45.rda	0.164061867647255
25_46.rda	25_46.rda	0.930626042331991
26_27.rda	26_27.rda	0.0185419082257008
26_28.rda	26_28.rda	0.761663962027227
26_30.rda	26_30.rda	0.405832812551524
26_31.rda	26_31.rda	0.223514474669352
26_32.rda	26_32.rda	0.0970138313625428
26_33.rda	26_33.rda	0.69503965603021
26_34.rda	26_34.rda	0.909254693771178
26_35.rda	26_35.rda	0.8534838900243
26_36.rda	26_36.rda	0.627048111967108
26_37.rda	26_37.rda	0.553737624893301
26_38.rda	26_38.rda	0.999999969878053
26_39.rda	26_39.rda	0.229829761141532
26_40.rda	26_40.rda	0.208483481659536
26_41.rda	26_41.rda	0.596178826221661
26_42.rda	26_42.rda	0.0726497610163201
26_43.rda	26_43.rda	0.193345648841643
26_44.rda	26_44.rda	0.411041647022174
26_45.rda	26_45.rda	0.617517067992087
26_46.rda	26_46.rda	0.693555349472521
27_28.rda	27_28.rda	0.767923082380876
27_30.rda	27_30.rda	0.443769198992437
27_31.rda	27_31.rda	0.167862918744344
27_32.rda	27_32.rda	0.0573644589711925
27_33.rda	27_33.rda	0.6827587205581
27_34.rda	27_34.rda	0.905883476149403
27_35.rda	27_35.rda	0.847678373899346
27_36.rda	27_36.rda	0.608141253261432
27_37.rda	27_37.rda	0.477145917744648
27_38.rda	27_38.rda	0.999999999874633
27_39.rda	27_39.rda	0.267328173781835
27_40.rda	27_40.rda	0.236394756614689
27_41.rda	27_41.rda	0.615787751682724
27_42.rda	27_42.rda	0.0585319876330422
27_43.rda	27_43.rda	0.213346776966476
27_44.rda	27_44.rda	0.468757003206003
27_45.rda	27_45.rda	0.614501190698779
27_46.rda	27_46.rda	0.727638522779099
28_30.rda	28_30.rda	0.899584081465448
28_31.rda	28_31.rda	0.69510913831171
28_32.rda	28_32.rda	0.767588414550465
28_33.rda	28_33.rda	0.405748969585763
28_34.rda	28_34.rda	0.793321564118019
28_35.rda	28_35.rda	0.668012757684362
28_36.rda	28_36.rda	0.35120397425746
28_37.rda	28_37.rda	0.918254074693952
28_38.rda	28_38.rda	0.999999999982019
28_39.rda	28_39.rda	0.759584200397649
28_40.rda	28_40.rda	0.767452905379255
28_41.rda	28_41.rda	0.839825717859314
28_42.rda	28_42.rda	0.681751684844883
28_43.rda	28_43.rda	0.773263930967559
28_44.rda	28_44.rda	0.85550633185668
28_45.rda	28_45.rda	0.611547115668498
28_46.rda	28_46.rda	0.895926987624601
30_31.rda	30_31.rda	0.667369793041085
30_32.rda	30_32.rda	0.579993445465041
30_33.rda	30_33.rda	0.906900583800642
30_34.rda	30_34.rda	0.950469869924341
30_35.rda	30_35.rda	0.922980907614194
30_36.rda	30_36.rda	0.870680963918152
30_37.rda	30_37.rda	0.748146861599148
30_38.rda	30_38.rda	0.999999999689696
30_39.rda	30_39.rda	0.537075456918439
30_40.rda	30_40.rda	0.363683255362992
30_41.rda	30_41.rda	0.762904855751068
30_42.rda	30_42.rda	0.55466580109281
30_43.rda	30_43.rda	0.514992474687128
30_44.rda	30_44.rda	0.20677400142613
30_45.rda	30_45.rda	0.83361206922194
30_46.rda	30_46.rda	0.872770851358212
31_32.rda	31_32.rda	0.0793125990056958
31_33.rda	31_33.rda	0.559836498028424
31_34.rda	31_34.rda	0.88914918536481
31_35.rda	31_35.rda	0.82475040793032
31_36.rda	31_36.rda	0.49030655857019
31_37.rda	31_37.rda	0.548911337473799
31_38.rda	31_38.rda	0.999999999801551
31_39.rda	31_39.rda	0.392249401637526
31_40.rda	31_40.rda	0.378032604502185
31_41.rda	31_41.rda	0.687396566906261
31_42.rda	31_42.rda	0.180073775640384
31_43.rda	31_43.rda	0.326283242316229
31_44.rda	31_44.rda	0.69032235560792
31_45.rda	31_45.rda	0.544461910595774
31_46.rda	31_46.rda	0.765784117592035
32_33.rda	32_33.rda	0.668792616456745
32_34.rda	32_34.rda	0.881547849345305
32_35.rda	32_35.rda	0.820300408265986
32_36.rda	32_36.rda	0.591119861945108
32_37.rda	32_37.rda	0.452449361130693
32_38.rda	32_38.rda	0.999999997651204
32_39.rda	32_39.rda	0.334965136098792
32_40.rda	32_40.rda	0.302907611050081
32_41.rda	32_41.rda	0.642602129490194
32_42.rda	32_42.rda	0.0872154292784804
32_43.rda	32_43.rda	0.278703420888097
32_44.rda	32_44.rda	0.625133031610118
32_45.rda	32_45.rda	0.602362579494542
32_46.rda	32_46.rda	0.736759391278546
33_34.rda	33_34.rda	0.714809907663856
33_35.rda	33_35.rda	0.554170009314606
33_36.rda	33_36.rda	0.0243308966521302
33_37.rda	33_37.rda	0.891047217620856
33_38.rda	33_38.rda	0.999999999982909
33_39.rda	33_39.rda	0.700806055352568
33_40.rda	33_40.rda	0.803523624334406
33_41.rda	33_41.rda	0.850981368407967
33_42.rda	33_42.rda	0.560781659028532
33_43.rda	33_43.rda	0.729484207867669
33_44.rda	33_44.rda	0.841445932191481
33_45.rda	33_45.rda	0.232492653084555
33_46.rda	33_46.rda	0.890912243787924
34_35.rda	34_35.rda	0.00648829727446953
34_36.rda	34_36.rda	0.714006424346068
34_37.rda	34_37.rda	0.999999994052763
34_38.rda	34_38.rda	0.999999999983309
34_39.rda	34_39.rda	0.892938336471102
34_40.rda	34_40.rda	0.999999999587797
34_41.rda	34_41.rda	0.92314123219105
34_42.rda	34_42.rda	0.807691723306953
34_43.rda	34_43.rda	0.910227959165592
34_44.rda	34_44.rda	0.938750579507039
34_45.rda	34_45.rda	0.789762965954982
34_46.rda	34_46.rda	0.942951092669708
35_36.rda	35_36.rda	0.642782483136264
35_37.rda	35_37.rda	0.999999983882441
35_38.rda	35_38.rda	0.999999999983173
35_39.rda	35_39.rda	0.865545019201788
35_40.rda	35_40.rda	0.931893342256321
35_41.rda	35_41.rda	0.867886561169492
35_42.rda	35_42.rda	0.715682583090272
35_43.rda	35_43.rda	0.838235512928172
35_44.rda	35_44.rda	0.907563529748276
35_45.rda	35_45.rda	0.744335740557249
35_46.rda	35_46.rda	0.933127336712097
36_37.rda	36_37.rda	0.859353039924053
36_38.rda	36_38.rda	0.999999999985756
36_39.rda	36_39.rda	0.625312144448882
36_40.rda	36_40.rda	0.724669671396479
36_41.rda	36_41.rda	0.8155423393092
36_42.rda	36_42.rda	0.487159732808004
36_43.rda	36_43.rda	0.613562309285841
36_44.rda	36_44.rda	0.803391778387877
36_45.rda	36_45.rda	0.272116913804778
36_46.rda	36_46.rda	0.874037459011357
37_38.rda	37_38.rda	0.999999999977754
37_39.rda	37_39.rda	0.495057355999308
37_40.rda	37_40.rda	0.582247189144877
37_41.rda	37_41.rda	0.781797296596143
37_42.rda	37_42.rda	0.45741966953778
37_43.rda	37_43.rda	0.497696138711534
37_44.rda	37_44.rda	0.700550320637307
37_45.rda	37_45.rda	0.711033387495865
37_46.rda	37_46.rda	0.810673557001352
38_39.rda	38_39.rda	0.999999999810339
38_40.rda	38_40.rda	0.999999998234815
38_41.rda	38_41.rda	0.999999999403174
38_42.rda	38_42.rda	0.999999999821798
38_43.rda	38_43.rda	0.999999999949697
38_44.rda	38_44.rda	0.999994026248948
38_45.rda	38_45.rda	0.99999999996192
38_46.rda	38_46.rda	0.99999999905565
39_40.rda	39_40.rda	0.187902108538277
39_41.rda	39_41.rda	0.667847100523456
39_42.rda	39_42.rda	0.194853960128368
39_43.rda	39_43.rda	0.067578400909025
39_44.rda	39_44.rda	0.427298500455165
39_45.rda	39_45.rda	0.635222248906835
39_46.rda	39_46.rda	0.733127021043407
40_41.rda	40_41.rda	0.489693984168092
40_42.rda	40_42.rda	0.262472157761235
40_43.rda	40_43.rda	0.224058480355226
40_44.rda	40_44.rda	0.312121323768832
40_45.rda	40_45.rda	0.663242750780702
40_46.rda	40_46.rda	0.601272750693358
41_42.rda	41_42.rda	0.60431601991248
41_43.rda	41_43.rda	0.653735097006859
41_44.rda	41_44.rda	0.778852571484692
41_45.rda	41_45.rda	0.837935918309705
41_46.rda	41_46.rda	0.108531177167317
42_43.rda	42_43.rda	0.157617479307303
42_44.rda	42_44.rda	0.555955498132477
42_45.rda	42_45.rda	0.529023306289857
42_46.rda	42_46.rda	0.716448448030717
43_44.rda	43_44.rda	0.457353451744006
43_45.rda	43_45.rda	0.602040831352694
43_46.rda	43_46.rda	0.707372204318807
44_45.rda	44_45.rda	0.762418062927257
44_46.rda	44_46.rda	0.874058870488822
45_46.rda	45_46.rda	0.891215930992699
